Gene,Protein,Gene Name(s),Species,Experiment accession,Comparison,log_2 fold change,Adjusted p-value,t-statistic
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-50627,'stem cell from lung adenocarcinoma cell' vs 'stem cell from normal lung epithelial cell',1.8,6.67774286891673e-10,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6485,'neratinib; 250 nanomolar' vs 'none',-1.8,7.96442616263827e-10,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-48121,'GLV-1h153' at '24 hour' vs 'control',-1.8,0.00000128051337680091,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-33455,'DU-145; converted to docetaxel resistant cells' vs 'DU-145; none',-1.8,0.00000247562744180921,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6204,'PTBP1/2 and MATR3 knock down by siRNA' vs 'scrambled siRNA' in 'nuclear RNA',1.7,6.76374160856183e-12,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6204,'PTBP1/2 and MATR3 knock down by siRNA' vs 'scrambled siRNA' in 'cytoplasmic RNA',1.7,3.01226557603594e-7,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-28542,'7.5 micromolar CG-1521' vs 'vehicle' in 'SUM149PT',-1.7,5.24365764113427e-7,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-5102,'154; 0.4 micromolar' vs 'DMSO',1.7,6.61038571858969e-7,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-7791,'CRISPR/Cas9 mediated knockout of ARIDA1A' vs 'wild type genotype' in 'scrambled siRNA; DLD1',-1.7,0.00000180194017361071,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-48433,'A549; adenocarcinoma of lung; P04' vs 'A549; adenocarcinoma of lung; P0',-1.7,0.00000542263160816373,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-44097,'siRNA beta-catenin' vs 'siRNA beta-galactosidase (control)' in 'SW480',1.7,0.0000684645053951077,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-22139,'DAOY M2.1; MYC overexpression' vs 'DAOY; wild type',-1.7,0.00010487516253579,
