Gene,Protein,Gene Name(s),Species,Experiment accession,Comparison,log_2 fold change,Adjusted p-value,t-statistic
ENSG00000233822,H2BC15,H2BC15,homo sapiens,E-MTAB-5678,'squamous cell carcinoma' vs 'normal',-3.3,1.01496686555474e-12,
ENSG00000233822,H2BC15,H2BC15,homo sapiens,E-GEOD-63452,'24 hour' vs '0 hour' in 'MCF-10A-H1047R',3.2,1.47787783844715e-83,
ENSG00000233822,H2BC15,H2BC15,homo sapiens,E-GEOD-63452,'12 hour' vs '0 hour' in 'MCF-10A-H1047R',3,1.46549690451391e-63,
ENSG00000233822,H2BC15,H2BC15,homo sapiens,E-MTAB-5175,'doxycycline-mediated expression of dominant-negative FOS' vs 'wild type',3,1.11356725294897e-11,
ENSG00000233822,H2BC15,H2BC15,homo sapiens,E-GEOD-48812,'sulforaphane; prostate carcinoma' at '6 hour' vs 'sulforaphane; normal' at '6 hour',3,0.000946778224186084,
ENSG00000233822,H2BC15,H2BC15,homo sapiens,E-GEOD-63452,'12 hour' vs '0 hour' in 'MCF-10A',2.9,7.67538403879988e-62,
ENSG00000233822,H2BC15,H2BC15,homo sapiens,E-GEOD-56788,'POLR2D knock-down' vs 'mock',2.6,4.09488028806309e-12,
ENSG00000233822,H2BC15,H2BC15,homo sapiens,E-GEOD-52194,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',2.5,5.89283527951346e-8,
ENSG00000233822,H2BC15,H2BC15,homo sapiens,E-MTAB-7061,'BRD3 homozygous knockout' vs 'wild type',-2.5,0.0131436371596692,
ENSG00000233822,H2BC15,H2BC15,homo sapiens,E-GEOD-33267,'SARS coronavirus Urbani ΔORF6 mutant' vs 'mock' at '54 hour',2.4,0.00000354689216604924,
ENSG00000233822,H2BC15,H2BC15,homo sapiens,E-MTAB-7453,'PLX4720; 1 micromolar' vs 'none',2.4,0.00000695711191285403,
