Gene,Protein,Gene Name(s),Species,Experiment accession,Comparison,log_2 fold change,Adjusted p-value,t-statistic
ENSG00000184260,H2AC20,H2AC20,homo sapiens,E-MTAB-5678,'squamous cell carcinoma' vs 'normal',-6.9,5.59203087554154e-72,
ENSG00000184260,H2AC20,H2AC20,homo sapiens,E-GEOD-52194,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',6.2,2.91686591186603e-20,
ENSG00000184260,H2AC20,H2AC20,homo sapiens,E-GEOD-52194,'triple-negative breast cancer; breast carcinoma' vs 'normal',5.8,2.05032490171434e-18,
ENSG00000184260,H2AC20,H2AC20,homo sapiens,E-GEOD-52194,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',5.7,1.57495401205493e-15,
ENSG00000184260,H2AC20,H2AC20,homo sapiens,E-MTAB-10304,'lapatinib; 500 nanomolar; 7 day' vs 'dimethyl sulfoxide; 1 day',-3.8,5.87569057295288e-11,
ENSG00000184260,H2AC20,H2AC20,homo sapiens,E-GEOD-63452,'6 hour' vs '0 hour' in 'MCF-10A',-3.4,1.91750798743921e-52,
ENSG00000184260,H2AC20,H2AC20,homo sapiens,E-MTAB-7518,'cisplatin; 100 micromolar' vs 'none' in 'TMEM45A knockdown by siRNA',3.3,3.49529917474055e-7,
ENSG00000184260,H2AC20,H2AC20,homo sapiens,E-GEOD-63816,'erythroleukemia; ZRSR2 shRNA' vs 'normal',-3.2,3.96626874991252e-7,
ENSG00000184260,H2AC20,H2AC20,homo sapiens,E-MTAB-7518,'cisplatin; 100 micromolar' vs 'none' in 'scrambled siRNA',3.1,0.00000227677568005,
ENSG00000184260,H2AC20,H2AC20,homo sapiens,E-GEOD-59612,'contrast-enhancing core; glioma' vs 'normal',2.9,2.72928211927273e-7,
ENSG00000184260,H2AC20,H2AC20,homo sapiens,E-GEOD-49608,'7 hour' vs '0 hour' in 'MDA-LM2',-2.6,2.47980368117315e-198,
ENSG00000184260,H2AC20,H2AC20,homo sapiens,E-GEOD-49608,'7 hour' vs '0 hour' in 'MDA-MB-231',-2.6,8.78969549843901e-116,
ENSG00000184260,H2AC20,H2AC20,homo sapiens,E-GEOD-63452,'24 hour' vs '0 hour' in 'MCF-10A-H1047R',2.4,7.90147027075562e-21,
ENSG00000184260,H2AC20,H2AC20,homo sapiens,E-MTAB-7591,'SOX2 overexpression' vs 'wild type' in 'U-2982',-2.4,0.00326749955114919,
ENSG00000184260,H2AC20,H2AC20,homo sapiens,E-MTAB-8480,'MEF2D-HNFNPUL1 knockdown by siRNA' vs 'luciferase siRNA',-2.3,0.0000159273481147683,
