Latur Superspeciality Hospital Pvt Ltd.,"Latur cancer & laparoscopy centre , Near Jaju Hospita, Deshpande Colony, Nandi stop, Latur 413512"
Lokmanya Holistic Cancer Care and Research Centre of (LMRC),"Lokmanya Hospital, 314/B, Near Chinchwad Railway Station, Chinchwad, Pune - 411 033, maharashtra."
Madat Charitable Trust (Cope with Cancer),"48, Swastik Park, 2nd floor, Chembur East, Mumbai - 400071"
"Mahatma Gandhi Cancer Hospital, Miraj","(Affiliated with Shiv Cancer Institute), Near Gulabrao Patil Homeopathic Medical College , Miraj - 416410, Maharashtra"
Max Foundation,"The Max Foundation,Secom Business Centre,A Block Basement,Dr Annie Besant Road,Worli,Mumbai 400018"
"Nanavati Max Institute of Cancer Care, Nanavati Max Superspeciality Hospital","S V Road, Vile Parle East, Mumbai 400056"
"Nargis Dutt Memorial Cancer Hospital, Barshi","Agalgaon Road, Barshi 413 401, Dist. Solapur, Maharashtra"
Onco-Life Cancer Centre,"TGH Onco-Life Cancer Centre, Talegoan General Hospital, Talegaon - Chakan Road, Talegoan - Dabhade , Pune, 410506, Maharashtra"
Oncolife Cancer Centre Pvt. Ltd.,"Survey No. 252, A/p Shendre, Opp. Abhaysinhraje Bhonsle Institute of Technology, Tal. & District Satara 415 519"
P.D.Hinduja National Hospital and Medical Research Center,"Veer Savarkar Marg, Mahim, Mumbai-400016"
PatientsEngage Private Limited,"AP PatientsEngage (India) Private Limited A-21 Shriram Industrial Estate 13 GD Ambedkar Road Wadala, Mumbai 400031"
"Pheo Para Foundation, Mumbai","203 Doctor House, Opp. Jaslok Hospital, Dr. Gopalrao Deshmukh Marg, Mumbai 400026"
"Prashanti Cancer Care Mission, Orchids Breast Health Centre","Flat No. 1 & 2 Kapil Vastu (Near Ratna Memorial Hospital) Senapati Bapat Road, Pune 400 006"
Punyashlok Ahilyadevi Holkar Head and Neck Institute of of India Super Specialty Hospital,"Barrister Nath Pai Marg, Cemetery, Naralwadi, Byculla, Mumbai, Maharashtra 400010"
"Rajashree Chatratpati Shahu Maharaj (RCSM) Govt. Medical College, Kolhapur","M6CM+JRQ, Shenda Park Rd, Shenda Park, Kolhapur, Maharashtra 416013"
Rashtra Sant Tukdoji Regional Cancer Hospital & Research Centre,"Manewada Road, Tukdoji Putla Chowk, Jawahar Nagar, Hanuman Nagar, Nagpur, Maharashtra 440 009"
"Reliance Hospital Cancer Care, Akola","Plot No 01, Infield Gut No - 91/1, 91, 2, Ridhora, Maharashtra 444302"
"Reliance Hospital Cancer Care, Gondia","Goregaon Road, Near HP PetrolPump Dawwa, Karanja, Maharashtra 441601"
"Reliance Hospital Cancer Care, Solapur","Plot No 1, Gut 659/3 Village Kumbhari Taluka: South, Solapur, Maharashtra 413006"
"Sahyadri Hospitals, Hadapsar","Sr. No. 163, Bhosle Nagar, Hadapsar, Pune 411028"
"Sahyadri Super Speciality Hospital, Erandwane","Plot No 30C, Erandwane, Karve Road, Pune - 411004"
"Samarth Cancer, Laparoscopy & Maternity Hospital","Plot No 4 ,Nagai Colony Near Savarkar Statue Deopur Dhule"
Sanjeevan Medical Foundation's Dr. D. K. Gosavi Memorial Shri Siddhivinayak Ganapati Cancer Hospital,"Sangli Road, Miraj 416 410"
Sant Tukaram Cancer Hospital and Research Centre,"Gorakshan Road, Akola 444004 Maharashtra , India"
Shantilal Shanghvi Cancer Center,"CS No. 3/207,4/207, RJ Gaikwad Road, Wadala (East), Mumbai - 400037."
Shree We Care Clinic,"First Floor, Nirmal Building, Plot No 24, Jain Mandir Road, N-3 CIDCO, Aurangabad, Maharashtra"
Shri Bhausaheb Hire Govt. Medical College & Sarvopchar Rugnalya,"Opposite Residancy park hotel,Mumbai Agra national highway,Surat sakri bypass, Chakkarbardi campus,Dhule,District-Dhule,Maharashtra-424002"
"Shri Guruji Rugnalaya, Nashik (Run by a charitable trust Dr.Babasaheb Ambedkar Vaidyakiya Pratisthan)","Shri Guruji Rugnalaya, Anandwalli, Gangapur road, Nashik. Maharasthra-422005"
"Shri Vasantrao Naik Government Medical College, Yavatmal, Maharashtra","Yavatmal, Maharashtra 445 001"
"Siddharth Gupta Memorial Cancer Hospital - A Unit of Acharya Vinoba Bhave Rural Hospital, Wardha","Datta Meghe Institute of Higher Education & Research, Wardha, Maharashtra 442001"
Sir H N Reliance Hospital,"Raja Ram Mohan Roy Road, Prarthana Samaj, Girgaon, Mumbai 400004"
"SMBT Institute of Medical Sciences and Research Centre, (SMBT Hospitals)  Igatpuri","Nandi Hills, Dhamangaon- Ghoti, Tal Igatpuri, Nashik, Maharashtra  422403"
Solapur Cancer Centre,"T.P-4, Ramwadi Road, modikhana, Solapur , Maharashtra 413003"
Specialty Surgical Oncology Hospital and Research Centre,"6th Floor, Silver Point, Maneklal Estate, Ghatkopar (W), Mumbai 400086"
St. Jude India Childcare,"2nd Floor, indian Cancer Society, 74 Jerbai Wadia Road, Bhoiwada, Parel (East) Mumbai 400012"
"Swami Ramanand Teerth Rural Govt. Medical College & Hospital, Ambajogai, Dist. Beed","SRT Medical College, Dr. B R Ambedkar Road, Ambajogai, Maharashtra 431517"
Tata Memorial Centre - (NCG HUB),"E. Borges Marg, Parel, Mumbai 400 012"
"Tata Memorial Centre - Advanced Centre for Treatment, Research & Education in Cancer (ACTREC)","Kharghar, Navi Mumbai 410 201"
"Tata Trusts, Mumbai","26th Floor, Centre 1, World Trade Centre, Cuffe Parade, Mumbai 400 005"
Universal Cancer Conquest,"796/189-B, Dr Ketkar Rd, Deccan Gymkhana, Pune, Maharashtra 411004"
V Care Foundation,"A 102,Om Residency, J. W. Road, Near Tata Memorial Hospital, Opp. Bhoiwada Court, Parel (East), Mumbai 400 012"
"Visual Computing & Big Data Analytics (VC&BA) Group, Centre for Development of Advanced Computing (C-DAC), (A scientific society under Deity, Ministry of Comm. & IT, Govt. of India)","VS. P. Pune University Campus, Ganeshkhind Road, Pune 411 007"
"Vivekanand Medical Foundation & Research Centre's, Vivekanand Hospital and Cancer Centre","Vidya Nagar, Signal Camp, Latur, Maharashtra 413512, Cancer Hospital Latur Plot No P-55, MIDC Latur Kalamb Road, Latur-413531"
"ZenHeal Wellness Private Ltd, Hospital name - Zen Kashi Hospital & Cancer Care Centre","B-601, Lata CHS Ltd, Kulupwadi Road, Near SGNP, Borivali (E), Mumbai - 400066"
Manipur,
"Regional Institute of Medical Sciences, Manipur","Lamphelpat, RIMS Road, Lamphelpat, Imphal, Manipur 795004"
Meghalaya,
Civil Hospital,"Dept. of Radiotherapy, Room No. 25, Shillong 793 001"
North Eastern Indira Gandhi Regional Institute of Health & Medical Sciences,"Mappwdiangdiang, Shillong (Meghalaya) 793 018"
Mizoram,
Mizoram State Cancer Institute,"Civil Hospital, Aizawl, Mizoram 796 001"
Nagaland,
"Christian Institute of Health Sciences and Research, Dimapur","4 Mile, Dimapur PB no 31, PO ARTC Nagaland 797115"
"Naga Hospital Authority, Kohima (NHAK)","Hospital Colony, NH-29, Kohima, Nagaland 797001"
National,
Association of Radiation Oncologists of India,"MIOT International Hospital, Chennai - 600089"
Indian Association of Surgical Gastroenterology,"Dept of Surgical Gastroenterology, Sanjay Gandhi Post Graduate Institute,Lucknow,226014"
Indian Association of Surgical Oncology,"Mahatma Gandhi Hospital, Miraj, District Sangli, Maharashtra 416410"
"Indian Society of Medical & Pediatric Oncology, Mumbai","Empire Clinic, 3rd Flood, Natasha Building, Hill Road, Bandra West, Mumbai- 400 050, Maharashtra, India."
Indian Society of Oncology,"Somaiya Ayurvihar - Asian Cancer Institute, Off Eastern Express Highway, Behind Everard Nagar, Sion (East), Mumbai - 400 022"
Oncology Nursing Association of India,"Tata Memorial Centre, Parel, Mumbai 400 012"
"Ostomy Association of India, Mumbai","Indian Cancer Society Building, Ground Floor, 74, Jerbai Wadia Road, Bhoiwada, Parel, Mumbai 400012"
The Association of Surgeons of India,"No.18, Adam's Road, Chepauk, Chennai, 600005, Tamil Nadu"
Odisha,
Acharya Harihar Regional Cancer Centre,"Cuttack 753007, Odisha"
"All India Institute of Medical Sciences, Bhubaneshwar","Sijua, Patrapada, Bhubaneshwar, Odisha 751019"
Amrit Dhara Palliative Care Trust,"Amritdhara Palliative Care, Plot. No. 398/4218, Laxmi Nagar, Patia, Bhubaneswar, Odisha – 751024, India"
"Apollo Hospital Enterprise Ltd., Bhubaneshwar","Plot no. 251, Sainik School Road, Unit -15, Bhubaneshwar 751005"
Bagchi Sri Shankara Cancer Centre & Research Institute,"IDCO Plot no. A2, Infovalley, Mouza - Chandihata, Bhubaneswar, Odisha, PIN - 752054,"
"HCG Panda Cancer Hospital, Cuttack","NH-16, Telengapentha, Cuttack, Odisha, 754001"
Institute of Medical Sciences & SUM Hospital,"Sector B, Kalinganagar, Ghatikia, Bhubaneshwar, Odisha, 751030 City - Bhubaneshwar"
Kalinga Institute Of Medical Science (KIMS),"Kushabhadra Campus, KIIT Campus- 5, KIIT Road, Patia, Bhubaneswar, Odisha 751024"
Puducherry,
"Jawaharlal Institute of Postgraduate Medical Education and Research (JIPMER), Regional Cancer Society","Dhanvantri Nagar, Gorimedu, Puducherry 605 006"
Punjab,
Advanced Cancer Institute,"Baba Farid University of Health Scienes, B 15, Industrial Growth Centre, Mnasa Road, Institute, Bhathinda, Punjab"
"All India Institute of Medical Sciences, Bathinda","Mandi Dabwali Road, Bathinda Punjab"
"Capitol Hospital, Jalandhar","Jalandhar-Pathankot Road, NH-44, Near Reru Chowk, Jalandhar, Punjab 144012"
Christian Medical College & Hospital,"Brown Road, Ludhiana"
"Fortis Hospital Ltd., Ludhiana","Mundian khurd, Chandigarh Road, Ludhiana 141015"
"Fortis Hospital, Mohali ","Sector 62 Phase VIII, Mohali, 160062,"
"Government Medical College, Amritsar","Circular Road, Amritsar - 149001"
"Homi Bhabha Cancer Hospital and Research Centre, Sangrur","Emergency Of Civil Hospital, Mubarik Mehal Colony, Sangrur, Punjab 148001"
"Homi Bhabha Hospital and Cancer Research , Tata Memorial Centre, Mullanpur","Plot no.1, Medicity, New Chandigarh, Mohali (Punjab) - 140901 India"
"Mohandai Oswal Hospital, Ludhiana","G T Road, Sherpur By-pas, Ludhiana - 141009"
Rajasthan,
Acharya Tulsi Regional Cancer Treatment and Research Institute,"P. B. M Hospital Campus, S.P. Medical College, Bikaner, Rajasthan 334 003"
Bhagwan Mahaveer Cancer Hospital & Research Centre (Managed by K. G. Kothari Memorial Trust),"Jawaharlal Nehru Marg, Jaipur, Rajasthan 302017"
GBH Memorial Cancer Hospital,"101 Kothi Bagh, Bhattji Ki Bari, Meera Girls ECollege Road, Udaipur, Rajasthan 313 001"
"HCG The specialist Cancer Centre , Jaipur","Sector 5, Shipra Path, Mansarovar, Jaipur, Rajasthan, India - 302 020"
"Kshetrapal Hospital Multispeciality and Research Centre, Ajmer","Sector - C, Pansheel Nagar, Ajmer"
"RHL Renova Cancer Centre, Jaipur","Opp, Jaipuria Hospital, Milap Nagar, Jaipur, 302018"
Sanchetee Hospital and Cancer Institute unit of Rajasthan Cancer Cure Hospital Private limited Jodhpur,"Pal Link Road, Opposite Kamla Nehru Chest Hospital, Baldev Nagar, Jodhpur 342 008, Rajasthan"
"Shalby Multi-specialty Hospital,Jaipur","Chitrakoot Sector 3, Vaishali Nagar, Jaipur, Rajasthan - 302021"
SKG Cancer Hospital (Unit of Goyal Hospital),"Jhalamand -Guda road, State Highway 101, Jodhpur - 342005"
"SMS Medical College, R. K. Birla Cancer Centre","Jawaharlal Nehru Marg, Gangawal Park, Jaipur 302 004, Rajasthan"
"Sri Ram Cancer and Superspeciality Centre, Mahatma Gandhi Medical College and Hospital","RICO Institutional Area, Sitapur, Tonk Road, Jaipur - 302022"
"Vedanta Superspeciality hospital, Jaipur","P.No.360, Near Kamala Devo Govt School, Tagore Nagar, Ajmer Road, Jaipur 302021"
Tamil Nadu,
Apollo Hospitals Madurai,"Apollo Speciality Hosptials, Lake view Road, K K Nagar, Madurai 625020, Tamil Nadu"
Apollo Proton Cancer Centre,"4/661, Dr. Vikram Sarabhai Instronmic Estate, 7th Street Taramani Road, Chennai 600041"
Apollo Speciality Hospital,"#320, Mount Road, Nandanam, Chennai – 600035"
"Apollo Speciality Hospitals, Vanagaram","Apollo Speciality Hospital Vanagram, No.64, Off P H Road, Vanagram to Ambattur main road, Ayanambakkam, Chennai 600095, Tamil Nadu"
Cancer Institute (WIA),"East Canal Bank Road, Gandhi Nagar, Adyar, Chennai - 600020"
Cancer Research and Relief Trust,"No 214, E.V.R Periyar Salai, Kilpauk, Chennai- 600010. India"
Chennai Breast Centre,"Old No 16, New no 47, South Beach Avenue MRC Nagar, Chennai 28"
Christian Medical College & Hospital,"Christian Medical College, IDA Scudder Road, Vellore - 632004 Tamil Nadu, India"
"Comprehensive Cancer Care Network, Trichy","No.63, 1st Main road, II cross, Vishwas Nagar, Tharanllur, Trichy 620008, TN"
Dharan Cancer specialty Centre Pvt. Ltd.,"SF no.14 By-Pass Road, Sreelanaickenpatty, Salem 636291, Tamil Nadu"
Dr. Rela Institute and Medical Centre,"Shankar Nagar, Chromepet, Chennai, Tamil Nadu 600044"
GEM Hospital & Research Centre Pvt. Ltd.,"45, Pankaja Mill Rd, Palaniapa Nagar, Sowripalayam Pirivu Ramnathapuram, Coimbatore – 641045, Tamil Nadu"
"GKNM Hospital, V N Cancer Centre","P. B. No. 6327, Nethaji Road, Pappanaikenpalayam, Coimbatore 641 037, Tamil Nadu"
Government Arignar Anna Memorial Cancer Hospital,"Regional Cancer Centre, Kaparettai AH45, Kancheepuram, Tamil Nadu 631552"
"Government Rajaji Hospital, Dept of SO, Madurai","Madurai Medical College, Government Rajaji Hospital, Department of Surgical Oncology, 2nd Floor, Ward No. 410, Madurai, PIN - 625002,"
"Government Royapettah Hospital, Kilpauk Medical College","Government Royapettah Hospital, Kilpauk, Medical College, 822, Poonamallee High Rd, Near Ega Theatre, Kilpauk, Chennai, Tamil Nadu 600010"
Government Villupuram Medical College and Hospital,"Mundiyampakkam Village & Post, Villupuram - 605601"
Govt Stanley Medical College & Hospital,"No.1, Old Jail Road, Chennai - 600001"
Gudalur Adivasi Hospital,"Kotharvayal, Post Box No. 20, Gudalur, The Nilgiris - 643 212, Tamil Nadu"
"Jus’ Onco – Affordable Cancer Care Center, Chennai","New #200, Old #299, Vellalar Street, Kodambakkam, Chennai - 24"
Kanchi Kamothi CHILDS Trust Hospital,"12A, Nageswara Road, Nungambakkam, Chennai, 600034, Tamil Nadu"
Kovai Medical Centre and Hospitals,"99 Avanashi Road, Coimbatore 641014"
Madras Medical College,"Rajiv Gandhi Government General Hospital, Chennai 600003"
Meenakshi Mission Hospital & Research center,"Lake Area, Melur Road, Madurai 625107"
Mehta Superspecialty Hospital,"Mc Nichols Road, No.2, 3rd Street, Chetpet, Chennai, Tamil Nadu 600031"
Nellai Cancer Care Centre,"2 Lakshmi commercial complex North, High Ground Rd, near Krishna Hospital, Palayamkottai, Tirunelveli, 627002, Tamil Nadu"
Privaram Cancer and Research Institute,"164, Paranjyothi Street, Tirupathi Nagar, Valasaravakkam, Chennai, Tamil Nadu - 600087"
PSG Hospitals,"Avinashi Road, Peelamedu Coimbatore 641 004 Tamil Nadu , INDIA"
SilverLine Speciality Hospital,"C23.4th Cross,West Extension,Thillai Nagar,Trichy-620018"
"Sree Mookambika Cancer Centre, Sree Mookambika Institute of Medical Sciences, Kulasekharam","Padanilam Welfare Trust, Velayuthan Pillai Memorial Hospital Complex, Padanilam, Kulasekharam - 629161,"
Sri Ramakrishna Institute of Oncology Research,"No 395, Sarojini Naidu Road Avarampalayam Road, Sidhapudur, Coimbatore - 641044"
Sringeri Sharada Equitas Hospital Cancer Cum Multi-Speciality,"No 175, Velachery Road, Gowrivakkam, Chennai, Chengalpattu, Tamil Nadu, 600073"
SRM Institutes for Medical Science (SIMS),"No. 1 Jawaharlal Nehru Salai, Vadapalani, Chennai - 600026, Tamil Nadu"
Thangam Cancer Centre,"54 Dr. Sankaran Road, Namakkal, Tamil Nadu 637001"
V. S. Hospitals Center of Excellence for Advanced Cancer Care,"#13, East Spurtank Road, Chetpet, Chennai - 600031"
Vadamalayan Hospitals (Pvt.) Ltd.,"9A, Vallabhai Road, Chokkikula, Madurai - 625002"
Telangana,
AIG Hospitals,"Mind space Road, Gachibowli, Hyderabad - 500019"
"Apollo Cancer Centres, Apollo Hospitals, Hyderabad","Apollo Health City Campus. Road No 72, Film Nagar, Jubilee Hills, Hyderabad, Telangana-500096, India."
Asian Institute of Nephrology and Urology,"6-3-562/A, Behind MORE Megastore, Erramanzil Colony, Somajiguda, Hyderabad 500082"
Basavatarakam Indo American Cancer Hospital & Research Institute,"Road No. 10, Banjara Hills, Hyderabad 500 034"
Indur Cancer Hospital,"Krishnapuri Colony, Madhavnagar, Nizamabad"
L V Prasad Eye Institute,"Kallam Anji Reddy Campus, L V Prasad Marg, Banjara Hills, Hyderabad, 500034"
"MNJ Institute of Oncology Regional Cancer Centre, Hyderabad","Red Hills, Lakdikapul, Hyderabad, Telangana 500004"
Nizam's Institute of Medical Sciences,"Punjagutta, Hyderabad 500082, Telengana"
Prathima Cancer Hospital,"2JMJ+H9R Arepally, Paidipally Road, Paidi Pally, Telangana 506006"
TCS Hyderabad Data Centre IDC,"1 st floor, Tata Communications, CFC-1 Software Unit Layout, HITec"
Virinchi Hospital,"Virinchi Circle, Rd No 1, Banjara Hills, Hyderabad, Telangana 500034"
Tripura,
Regional Cancer Centre Agartala,Agartala
Uttar Pradesh,
APEX Hospital,"N 7/2A-5D DLW Road, Hydel Rd, Varanasi, Uttar Pradesh 221005"
Apollo medics Superspeciality Hospital,"Apollomedics Super Speciality Hospital Sector B, LDA Colony, Kanpur Road, Lucknow, Uttar Pradesh"
Chandan Cancer Institute (Chandan Hospital),"Ayodhya Road, Vijayant Khand, Gomati Nagar, Lucknow - 226010. UP"
Commandant Military Hospital,"Western Wing, Civil Lines, Bareily, Uttar Pradesh 243 001"
"Fortis Hospital Noida ,U.P - International Oncology Services Pvt Ltd","B-22, sector-62, Noida -201301, Uttar Pradesh, India"
"Globe Healthcare, Lucknow","A3-5. Nirala Nagar, Lucknow. Uttar Pradesh"
Hanumanprasad Poddar Cancer Hospital and Research Centre ( H P Cancer Hospital and Research centre),"A Unit of Hanuman Prasad Poddar Smaral Samiti, Gita Vatika, Gorkhpur 273006, UP"
"Hind Institute of Medical Sciences, Barabanki","Near Minor Canal, Safedabad, Faizabad, Barabanki , UP"
"Homi Bhabha Cancer Hospital, Varanasi","Ghanti Mill Road, Lahartara, Old Loco Colony, Shivpurwa, Varanasi-221005, (Uttar Pradesh)"
"Jawaharlal Nehru Medical College and Hospital, Dept Radiation Oncology","Aligarh Muslim University, Aligarh, 202002 Uttar Pradesh"
Kalyan Singh Super Speciality Cancer Institute and Hospital,"C.G City Sultanpur Road, Lucknow, 226002"
Kamala Nehru Memorial Hospital,"1, Hashimpur Road, Allahabad 211002, Uttar Pradesh"
King George's Medical University,"Shah Mina Road, Chowk, Lucknow, Uttar Pradesh 226003"
Lucknow Cancer Institute,"1, Manas Nagar, Jiamau Lucknow, 226001"
Mahamana Pandit Madan Mohan Malaviya Cancer Centre (MPMMCC),"Sundar Bagiya, BHU Campus, Nariya Sundarpur Road,Varanasi-221005, Uttar Pradesh"
National Institute of Cancer Prevention and Research (NICPR),"1-7, Sector 39, Noida, Dist. Gautam Buddha Nagar, Uttar Pradesh 201 301"
Post Graduate Institute of Child Health,"Sector 30, Noida, Gautam Buddha Nagar, 201303"
"Rohilkhand Cancer Institute, (Medical College and Hospital)","Philbhit pass Road, opp. Suresh Sharma Nagar, Bareilly, UP"
Sanjay Gandhi Post Graduate Institute of Medical Sciences (SGPGI) - Regional Cancer Centre,"Rae Bareli Road, Lucknow 226014, Uttar Pradesh"
"Shankar Institute of Cancer Therapy and Research Centre , Mathura","Dr. Sheela Sharma Memorial Trust Mathura, 140, Mile Stone Delhi Bye-Pass Link Road Mathura, Uttar Pradesh 281003"
"Trauma Centre, Institute of Medical Sciences, Banaras Hindu University","Institute of Medical Sciences, BHU, Varanasi - Samne Ghat Rd, opp. HP Petrol Pump, Bhagwanpur, Varanasi, Uttar Pradesh - 221005"
Uttarakhand,
"All India Institute of Medical Sciences, Rishikesh","All India Institute of Medical Sciences, Rishikesh, Uttarakhand - 249203"
"Cancer Research Institute, Swami Rama Himalayan University, Himalayan Institute Hospital Trust","Swami Ram Nagar, P. O. Jolly Grant, Dehradun 248 016, Uttarakhand"
"Shri Guru Ram Rai Institute of Medical & Health Sciences /Shri Mahant Indiresh Hospital, Dehradun","Shri Guru Ram Rai Institute of Medical & Health Sciences /Shri Mahant Indiresh Hospital, Dehradun, Patel Nagar, Dehradun 248001"
West Bengal,
"Apollo Gleneagles Hospitals, Kolkata","58, Canal Circular Road, Kolkata - 700054"
Chittaranjan National Cancer Institute,"37, S. P. Mukherjee Road, Kolkata 700 026"
Medella-Karkinos Oncology Institute (Karkinos Healthcare Pvt. Ltd),"87FB.T.Road, Kamarhati, Agarpara, Kolkata, 700058"
Medica Superspeciality Hospital (Medica Hospital Pvt. Ltd.),"127, Mukundnagar, E.M. Bypass Kolkata 700099, Kolkata, West Bengal"
Mohonanada Cancer Hospital,"Rangamati Path, Bidhannagar, Durgapur - 713212, West Bengal"
"Narayana Superspeciality Hospital, Meridian Medical Research & Hospital Ltd.","West Bank Hospital, 120/1, Andul Road, Howrah 711 103"
Netaji Subhash Chandra Bose Cancer Hospital ( Himadri Welfare Trust)  ,"3081 Nayabad , Kolkata 700094 Near 1B Bus Stand , New Garia ,West Bengal , India"
Oncocare Human Welfare Trust,"Regd. Office : OM Skylark, Flat- R-13, Gr. Floor, 59 B T Road , Kolkata, West Bengal, India 700002"
Peerless Hospitex Hospital and Research Center Ltd.,"360, Panchasayar, Kolkata, 700094"
"Saroj Gupta Cancer Centre & Research Institute, Kolkata","Mahatma Gandhi Road, Thakur Pukur, Kolkata, West Bengal 700 063"
Tata Medical Center,"14 MAR (E-W), New Town, Rajarhat, Kolkata, West Bengal 700 160"
