Uniprot ID,Protein Name,URL,,,,,,,,,,,,,,,,,,
P16104,H2AX,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2AX%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9BTM1,H2AJ,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2AJ%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q16777,H2AC20,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2AC20%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q93077,H2AC6,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2AC6%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P04908,H2AC4,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2AC4%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q6FI13,H2AC18,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2AC18%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q99878,H2AC14,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2AC14%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P62805,H4C1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H4C1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O00512,BCL9,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22BCL9%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q86UU0,BCL9L,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22BCL9L%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9BRQ0,PYGO2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PYGO2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9Y3Y4,PYGO1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PYGO1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O00255,MEN1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22MEN1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9UBL3,ASH2L,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22ASH2L%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q15291,RBBP5,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22RBBP5%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P61964,WDR5,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22WDR5%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9C005,DPY30,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22DPY30%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9UMN6,KMT2B,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22KMT2B%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q6P1J9,CDC73,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CDC73%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q8WVC0,LEO1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22LEO1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P84243,H3-3A,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H3-3A%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P68431,H3C1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H3C1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q71DI3,H3C15,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H3C15%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q92793,CREBBP,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CREBBP%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q09472,EP300,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22EP300%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q13761,RUNX3,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22RUNX3%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P01106,MYC,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22MYC%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P51532,SMARCA4,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SMARCA4%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O14746,TERT,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22TERT%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9UBT3,DKK4,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22DKK4%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9UBU2,DKK2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22DKK2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O94907,DKK1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22DKK1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O75197,LRP5,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22LRP5%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O75581,LRP6,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22LRP6%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q96MU8,KREMEN1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22KREMEN1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q8NCW0,KREMEN2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22KREMEN2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q96HF1,SFRP2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SFRP2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q8N474,SFRP1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SFRP1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9Y5W5,WIF1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22WIF1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9BQB4,SOST,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SOST%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q76N89,HECW1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22HECW1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q13618,CUL3,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CUL3%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q53G59,KLHL12,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22KLHL12%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9NYF0,DACT1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22DACT1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O75473,LGR5,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22LGR5%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9HBX8,LGR6,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22LGR6%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9BXB1,LGR4,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22LGR4%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q6UXX9,RSPO2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22RSPO2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q2I0M5,RSPO4,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22RSPO4%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q2MKA7,RSPO1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22RSPO1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9BXY4,RSPO3,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22RSPO3%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P40818,USP8,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22USP8%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q68DV7,RNF43,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22RNF43%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9ULT6,ZNRF3,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22ZNRF3%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P78368,CSNK1G2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CSNK1G2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q03135,CAV1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CAV1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9H2H0,CXXC4,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CXXC4%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9P219,CCDC88C,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CCDC88C%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9UN79,SOX13,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SOX13%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q06945,SOX4,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SOX4%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9H6I2,SOX17,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SOX17%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9Y3M2,CBY1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CBY1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9NSA3,CTNNBIP1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CTNNBIP1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P63104,YWHAZ,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22YWHAZ%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O14980,XPO1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22XPO1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9HCK8,CHD8,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CHD8%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P98170,XIAP,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22XIAP%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9BT81,SOX7,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SOX7%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P48431,SOX2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SOX2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P48436,SOX9,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SOX9%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P35712,SOX6,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SOX6%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P41225,SOX3,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SOX3%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q05066,SRY,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SRY%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P31751,AKT2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22AKT2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P31749,AKT1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22AKT1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
