Uniprot ID,Protein Name,URL,,,,,,,,,,,,,,,,,,
Q13467,FZD5,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22FZD5%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O60353,FZD6,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22FZD6%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9NPG1,FZD3,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22FZD3%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q14332,FZD2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22FZD2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P62879,GNB2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNB2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9HAV0,GNB4,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNB4%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O14775,GNB5,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNB5%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P16520,GNB3,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNB3%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P62873,GNB1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNB1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9UK08,GNG8,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNG8%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O14610,GNGT2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNGT2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P63211,GNGT1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNGT1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O60262,GNG7,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNG7%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9P2W3,GNG13,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNG13%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P63215,GNG3,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNG3%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P50151,GNG10,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNG10%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P61952,GNG11,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNG11%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P50150,GNG4,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNG4%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P63218,GNG5,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNG5%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9UBI6,GNG12,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNG12%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P59768,GNG2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNG2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P19087,GNAT2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNAT2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P09471,GNAO1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22GNAO1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q01970,PLCB3,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PLCB3%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9NQ66,PLCB1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PLCB1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q00722,PLCB2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PLCB2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P63098,PPP3R1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PPP3R1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P16298,PPP3CB,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PPP3CB%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q08209,PPP3CA,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PPP3CA%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P0DP23,CALM1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CALM1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O95644,NFATC1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22NFATC1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9UQM7,CAMK2A,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CAMK2A%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O43318,MAP3K7,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22MAP3K7%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P17252,PRKCA,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PRKCA%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q13237,PRKG2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PRKG2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q13976,PRKG1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PRKG1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q14643,ITPR1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22ITPR1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q14573,ITPR3,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22ITPR3%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q14571,ITPR2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22ITPR2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P35913,PDE6B,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PDE6B%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P16499,PDE6A,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PDE6A%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P18545,PDE6G,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PDE6G%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P01116-2,KRAS,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22KRAS%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9NPB6,PARD6A,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PARD6A%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O14641,DVL2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22DVL2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9HAU4,SMURF2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SMURF2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9HCE7,SMURF1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SMURF1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q96MT3,PRICKLE1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PRICKLE1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9UP38,FZD1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22FZD1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O75084,FZD7,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22FZD7%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9H461,FZD8,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22FZD8%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9ULK5,VANGL2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22VANGL2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q14160,SCRIB,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22SCRIB%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9Y4D1,DAAM1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22DAAM1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O14640,DVL1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22DVL1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q92997,DVL3,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22DVL3%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P61586,RHOA,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22RHOA%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P34925,RYK,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22RYK%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q01973,ROR1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22ROR1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q01974,ROR2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22ROR2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q96CW1,AP2M1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22AP2M1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O94973,AP2A2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22AP2A2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O95782,AP2A1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22AP2A1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P63010,AP2B1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22AP2B1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P53680,AP2S1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22AP2S1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P09497,CLTB,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CLTB%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P09496,CLTA,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CLTA%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q00610,CLTC,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CLTC%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P60763,RAC3,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22RAC3%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P15153,RAC2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22RAC2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P63000,RAC1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22RAC1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P32121,ARRB2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22ARRB2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P05129,PRKCG,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PRKCG%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P05771,PRKCB,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PRKCB%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P07737,PFN1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PFN1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q70CQ2,USP34,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22USP34%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9Y2T1,AXIN2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22AXIN2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9NTX7,RNF146,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22RNF146%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O95271,TNKS,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22TNKS%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9H2K2,TNKS2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22TNKS2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P68400,CSNK2A1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CSNK2A1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P19784,CSNK2A2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CSNK2A2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P67870,CSNK2B,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CSNK2B%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P49674,CSNK1E,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22CSNK1E%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O14986,PIP5K1B,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22PIP5K1B%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,MARKER
Q9Y265,RUVBL1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22RUVBL1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q9Y4A5,TRRAP,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22TRRAP%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q92993,KAT5,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22KAT5%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q99879,H2BC14,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2BC14%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q96A08,H2BC1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2BC1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P58876,H2BC5,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2BC5%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q93079,H2BC9,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2BC9%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q16778,H2BC21,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2BC21%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P23527,H2BC17,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2BC17%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P57053,H2BC12L,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2BC12L%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q99877,H2BC15,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2BC15%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P62807,H2BC4,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2BC4%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P06899,H2BC11,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2BC11%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P33778,H2BC3,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2BC3%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
O60814,H2BC12,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2BC12%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q99880,H2BC13,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2BC13%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q8N257,H2BC26,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2BC26%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q16695,H3-4,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H3-4%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P0C5Y9,H2AB1,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2AB1%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
Q71UI9,H2AZ2,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2AZ2%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
P20671,H2AC7,https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22H2AC7%22%7D%5D&conditionQuery=%5B%7B%22value%22%3A%22cancer%22%7D%5D&species=homo%20sapiens,,,,,,,,,,,,,,,,,,
