Gene,Protein,Gene Name(s),Species,Experiment accession,Comparison,log_2 fold change,Adjusted p-value,t-statistic
ENSG00000167941,SOST,SOST,homo sapiens,E-GEOD-29137,'Numb4 overexpression' vs 'control' in 'MDAMB231',1.3,7.42078149535123e-7,
ENSG00000167941,SOST,SOST,homo sapiens,E-MTAB-7033,'p63 knockdown by siRNA' vs 'scrambled siRNA' in 'L3.6pl',-1.3,0.00381727283462583,
ENSG00000167941,SOST,SOST,homo sapiens,E-GEOD-59612,'contrast-enhancing core; glioma' vs 'normal',1.3,0.0280244195256589,
ENSG00000167941,SOST,SOST,homo sapiens,E-GEOD-37571,'A/CA/04/2009 Influenza virus' at '48 hour' vs 'mock' at '48 hour',1.2,0.000240617109884487,
ENSG00000167941,SOST,SOST,homo sapiens,E-GEOD-37571,'A/CA/04/2009 Influenza virus' at '36 hour' vs 'mock' at '36 hour',1.2,0.023934397359824,
ENSG00000167941,SOST,SOST,homo sapiens,E-GEOD-40422,'HOXA1 expression' vs 'control',1.1,0.0000268465778107832,
ENSG00000167941,SOST,SOST,homo sapiens,E-GEOD-40844,'infected with A/NL/602/2009 virus' at '36 hour' vs 'mock' at '36 hour',1.1,0.000137228762890229,
ENSG00000167941,SOST,SOST,homo sapiens,E-MTAB-3645,'A2780cis' vs 'A2780' in Normoxia; None',1.1,0.000222352477734978,
ENSG00000167941,SOST,SOST,homo sapiens,E-GEOD-49644,'TGFb-induced epithelial-mesenchymal transition' vs 'normal' in 'NCI-H358',1.1,0.000477897883436139,
ENSG00000167941,SOST,SOST,homo sapiens,E-GEOD-49608,'7 hour' vs '0 hour' in 'MDA-LM2',-1.1,0.0341719959202458,
ENSG00000167941,SOST,SOST,homo sapiens,E-GEOD-40844,'infected with A/NL/602/2009 virus' at '24 hour' vs 'mock' at '24 hour',1,0.0000476511281775883,
ENSG00000167941,SOST,SOST,homo sapiens,E-GEOD-40844,'infected with A/NL/602/2009 virus' at '30 hour' vs 'mock' at '30 hour',1,0.0000791087363649852,
ENSG00000167941,SOST,SOST,homo sapiens,E-MTAB-3645,'A2780cis' vs 'A2780' in Hypoxia; Cisplatin',1,0.00146170719510575,
ENSG00000167941,SOST,SOST,homo sapiens,E-GEOD-37571,'A/CA/04/2009 Influenza virus' at '30 hour' vs 'mock' at '30 hour',1,0.00164606684816484,
ENSG00000167941,SOST,SOST,homo sapiens,E-GEOD-18842,'non-small cell lung cancer' vs 'normal',1,0.0102960686870201,
