Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
ENSG00000275713	homo sapiens	E-MTAB-5537	'estrogen receptor alpha shRNA' vs 'scrambled shRNA'	-9.6	1.2355152025387e-21	
ENSG00000275713	homo sapiens	E-GEOD-59612	'contrast-enhancing core; glioma' vs 'normal'	6.1	2.82188586965075e-27	
ENSG00000275713	homo sapiens	E-GEOD-52194	'triple-negative breast cancer; breast carcinoma' vs 'normal'	6	2.06729766939534e-14	
ENSG00000275713	homo sapiens	E-GEOD-52194	'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal'	5.9	2.83348786515586e-11	
ENSG00000275713	homo sapiens	E-GEOD-33294	'liver tumor' vs 'adjacent non-tumor tissue'	4.9	0.0000180763695921563	
ENSG00000275713	homo sapiens	E-GEOD-52194	'non-triple-negative breast cancer; breast carcinoma' vs 'normal'	4.7	4.81779957707411e-12	
ENSG00000275713	homo sapiens	E-MTAB-6957	'non small cell lung carcinoma neoplasm' vs 'normal tissue adjacent to neoplasm'	4.6	8.98108386476568e-33	
ENSG00000275713	homo sapiens	E-MTAB-5678	'squamous cell carcinoma' vs 'normal'	-4.4	1.04942946354992e-24	
ENSG00000275713	homo sapiens	E-GEOD-81089	'tumor tissue' vs 'non-malignant tissue'	4.1	1.50658072329788e-21	
ENSG00000275713	homo sapiens	E-GEOD-63452	'12 hour' vs '0 hour' in 'MCF-10A-H1047R'	3.8	4.48823801206643e-96	
ENSG00000275713	homo sapiens	E-MTAB-7518	'cisplatin; 100 micromolar' vs 'none' in 'scrambled siRNA'	3.6	1.32600182335849e-38	
ENSG00000275713	homo sapiens	E-MTAB-7061	'MTF2 homozygous knockout' vs 'wild type'	-3.6	0.00649141852366287	
ENSG00000275713	homo sapiens	E-MTAB-7518	'cisplatin; 100 micromolar' vs 'none' in 'TMEM45A knockdown by siRNA'	3.5	3.16068039601383e-51	
ENSG00000275713	homo sapiens	E-GEOD-63452	'24 hour' vs '0 hour' in 'MCF-10A-H1047R'	3.3	1.94066816925246e-63	
ENSG00000275713	homo sapiens	E-GEOD-59612	'non-enhancing margin; glioma' vs 'normal'	3.3	2.19459854781616e-7	
ENSG00000275713	homo sapiens	E-MTAB-7061	'DNMT1 homozygous knockout' vs 'wild type'	-3.3	0.0396321826281134	
ENSG00000275713	homo sapiens	E-MTAB-9767	"after autologous stem cell transplantation" vs "before autologous stem cell transplantation"	-3.1	0.000137072104965734	
ENSG00000275713	homo sapiens	E-GEOD-21422	'invasive ductal carcinoma' vs 'normal'	3.1	0.000768856171292701	
ENSG00000275713	homo sapiens	E-GEOD-65485	'neoplasm' vs 'normal tissue adjacent to neoplasm'	3	0.00672458298638614	
ENSG00000275713	homo sapiens	E-GEOD-19249	'lung cancer' vs 'normal' in 'lung; Fresh-frozen tissue'	2.9	0.00000106625014389441	
ENSG00000275713	homo sapiens	E-GEOD-50627	'stem cell from lung adenocarcinoma cell' vs 'stem cell from normal lung epithelial cell'	-2.8	8.72713450118715e-9	
ENSG00000275713	homo sapiens	E-GEOD-12791	'treated with 30 nM Paclitaxel' vs 'untreated'	2.8	2.53306496748975e-7	
ENSG00000275713	homo sapiens	E-GEOD-64912	'papillary thyroid carcinoma' vs 'normal'	2.8	0.00000381296285012948	
ENSG00000275713	homo sapiens	E-GEOD-55541	'CA-PDGFRA + sh-p53 + H3.3-K27M' vs 'mock'	2.8	0.000737744141592378	
ENSG00000275713	homo sapiens	E-GEOD-25412	'resveratrol; 150 millimolar' vs 'vehicle; '	-2.6	0.0000122452274772397	
ENSG00000275713	homo sapiens	E-MTAB-7847	'Sorafenib; 5 micromolar' vs 'vehicle' in 'HuH-7'	-2.5	7.16826064277243e-22	
ENSG00000275713	homo sapiens	E-GEOD-58252	'Snail overexpression' vs 'control'	-2.5	0.00000902575495109942	
ENSG00000275713	homo sapiens	E-GEOD-16082	'resistant to methotrexate' vs 'sensitive to methotrexate'	2.4	2.34951391030754e-7	
ENSG00000275713	homo sapiens	E-GEOD-26262	'mutant-p53 knockout' vs 'control'	2.4	0.0000136534845608536	
ENSG00000275713	homo sapiens	E-GEOD-25412	'resveratrol; 250 millimolar' vs 'vehicle; '	-2.4	0.000194770090468544	
ENSG00000275713	homo sapiens	E-GEOD-7835	'deferoxamine; 100 nanomolar echinomycin' vs 'deferoxamine; none'	2.3	6.12072000850043e-8	
ENSG00000275713	homo sapiens	E-GEOD-12791	'treated with 30 nM Paclitaxel and 1 micromolar Targretin' vs 'untreated'	2.3	2.00420086082376e-7	
ENSG00000275713	homo sapiens	E-GEOD-33267	'SARS coronavirus Urbani ΔORF6 mutant' vs 'mock' at '54 hour'	2.3	0.00000406258601629624	
ENSG00000275713	homo sapiens	E-GEOD-21422	'ductal carcinoma in situ' vs 'normal'	2.3	0.000171876245325899	
ENSG00000275713	homo sapiens	E-GEOD-48433	'MOLT-4; acute lymphoblastic leukemia; P04' vs 'MOLT-4; acute lymphoblastic leukemia; P0'	-2.2	0.0000114142220969304	
ENSG00000275713	homo sapiens	E-GEOD-40422	'HOXA1 expression' vs 'control'	2.1	9.62984291290399e-8	
ENSG00000275713	homo sapiens	E-MTAB-7039	'neoplasm' vs 'normal tissue adjacent to tumour'	2.1	0.00000229613997847319	
ENSG00000275713	homo sapiens	E-GEOD-33267	'SARS coronavirus Urbani ΔORF6 mutant' vs 'mock' at '48 hour'	2.1	0.00000397797938581433	
ENSG00000275713	homo sapiens	E-GEOD-33267	'SARS coronavirus Urbani ΔORF6 mutant' vs 'mock' at '72 hour'	2.1	0.00000765573279351569	
ENSG00000275713	homo sapiens	E-GEOD-33267	'SARS coronavirus Urbani ΔORF6 mutant' vs 'mock' at '60 hour'	2.1	0.00000773358286736796	
ENSG00000275713	homo sapiens	E-MTAB-8887	'neoplasm; grade 2, focal grade 3' vs 'normal tissue adjacent to neoplasm' in 'hepatocellular carcinoma'	2.1	0.0213198551058021	
ENSG00000275713	homo sapiens	E-MTAB-7808	'doxycycline' vs 'none' in 'Caki1'	-2	3.67913651887568e-85	
ENSG00000275713	homo sapiens	E-GEOD-38959	'breast cancer; breast' vs 'normal; breast'	2	6.65655994620446e-11	
