Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
ENSG00000134245	homo sapiens	E-GEOD-40595	'ovarian cancer' vs 'normal' in 'epithelial cell'	-4.7	1.23685868028201e-16	
ENSG00000134245	homo sapiens	E-MTAB-5243	'ZEB1 knockout' vs 'wild type'	3.9	3.04617607841808e-18	
ENSG00000134245	homo sapiens	E-GEOD-68086	'breast carcinoma' vs 'normal'	-3.9	2.78861277839504e-17	
ENSG00000134245	homo sapiens	E-GEOD-68086	'colorectal carcinoma' vs 'normal'	-3.8	1.98192688495879e-15	
ENSG00000134245	homo sapiens	E-GEOD-68086	'pancreatic adenocarcinoma' vs 'normal'	-3.8	1.73232280606773e-13	
ENSG00000134245	homo sapiens	E-GEOD-37003	'anti-m6A' vs 'none'	-3.7	0.00683044641872586	
ENSG00000134245	homo sapiens	E-MTAB-5537	'estrogen receptor alpha shRNA' vs 'scrambled shRNA'	-3.6	3.03106737440627e-9	
ENSG00000134245	homo sapiens	E-GEOD-68086	'non-small cell lung carcinoma' vs 'normal'	-3.4	6.65843725176356e-17	
ENSG00000134245	homo sapiens	E-MTAB-7591	'SOX2 overexpression' vs 'wild type' in 'U-2982'	2.8	4.01003615218223e-71	
ENSG00000134245	homo sapiens	E-GEOD-68086	'hepatobiliary carcinoma' vs 'normal'	-2.8	0.00000699854933225829	
ENSG00000134245	homo sapiens	E-MTAB-7591	'SFRP2 overexpression' vs 'wild type' in 'U-2987'	-2.6	5.42871504675176e-178	
ENSG00000134245	homo sapiens	E-GEOD-35428	'ethanol; 17beta-estradiol' vs 'ethanol; control'	-2.6	1.13096614951849e-11	
ENSG00000134245	homo sapiens	E-GEOD-50760	'colorectal cancer metastatic in the liver' vs 'normal'	-2.3	5.85090011892195e-13	
ENSG00000134245	homo sapiens	E-GEOD-10289	'SDHB siRNA' vs 'control'	2.2	0.00000228344923295093	
ENSG00000134245	homo sapiens	E-GEOD-68086	'glioblastoma' vs 'normal'	-2.2	0.00000236576788583217	
ENSG00000134245	homo sapiens	E-GEOD-40595	'ovarian cancer' vs 'normal' in 'stromal cell'	-2.1	0.00000159646862446862	
ENSG00000134245	homo sapiens	E-GEOD-22973	'phorbol 13-acetate 12-myristate; 1 micromolar' vs 'none' in 'BxPC-3'	2.1	0.000169622862890539	
ENSG00000134245	homo sapiens	E-MTAB-4054	'esophageal adenocarcinoma' vs 'normal'	-1.9	4.38734169967171e-11	
ENSG00000134245	homo sapiens	E-GEOD-21750	'malignant mesothelioma; wild type' vs 'normal; wild type'	-1.9	2.13172784237838e-7	
ENSG00000134245	homo sapiens	E-MTAB-7453	'PLX4720; 1 micromolar' vs 'none'	1.9	0.00000296543303125737	
ENSG00000134245	homo sapiens	E-GEOD-21750	'malignant mesothelioma; ERK2 knockdown' vs 'malignant mesothelioma; scrambled control'	-1.9	0.0000856623819830295	
ENSG00000134245	homo sapiens	E-MTAB-5175	'doxycycline-mediated expression of dominant-negative FOS' vs 'wild type'	1.9	0.000191953834924265	
ENSG00000134245	homo sapiens	E-MTAB-4054	'Barrett’s esophagus; low-grade dysplasia' vs 'normal'	-1.8	2.90254298793695e-9	
