Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
ENSG00000115596	homo sapiens	E-MTAB-7591	'SFRP2 overexpression' vs 'wild type' in 'U-2987'	4.8	2.8958123797321e-22	
ENSG00000115596	homo sapiens	E-MTAB-7613	'human cytomegalovirus (Towne strain)' vs 'none'	3.3	6.26059729781133e-14	
ENSG00000115596	homo sapiens	E-GEOD-52194	'non-triple-negative breast cancer; breast carcinoma' vs 'normal'	-2.8	0.00763978449440541	
ENSG00000115596	homo sapiens	E-GEOD-45042	'Human betacoronavirus 2c EMC/2012; 18 hour' vs 'mock; 24 hour'	-2.7	0.00000240855481222632	
ENSG00000115596	homo sapiens	E-GEOD-51415	'tongue squamous cell carcinoma' vs 'normal' in 'vehicle'	2.6	0.0000327498969026027	
ENSG00000115596	homo sapiens	E-GEOD-45042	'Human betacoronavirus 2c EMC/2012' vs 'mock' at '24 hour'	-2.4	4.85514660914639e-7	
ENSG00000115596	homo sapiens	E-GEOD-37003	'anti-m6A' vs 'none'	2.4	0.0472772880887116	
ENSG00000115596	homo sapiens	E-MTAB-6957	'non small cell lung carcinoma neoplasm' vs 'normal tissue adjacent to neoplasm'	2.2	2.36576886865663e-7	
ENSG00000115596	homo sapiens	E-MTAB-7284	'TIGAR knockdown' vs 'wild type'	2.1	0.000435236418205967	
ENSG00000115596	homo sapiens	E-MTAB-567	'tumor tissue' vs 'adjacent non-tumor tissue'	-2	0.00153840198612872	
ENSG00000115596	homo sapiens	E-MTAB-7061	'MTF2 homozygous knockout' vs 'wild type'	2	0.0304853717551458	
ENSG00000115596	homo sapiens	E-GEOD-44097	'siRNA beta-catenin' vs 'siRNA beta-galactosidase (control)' in 'SW480'	-1.8	0.0000357090526502097	
ENSG00000115596	homo sapiens	E-MTAB-7591	'SOX2 overexpression' vs 'wild type' in 'U-2982'	-1.8	0.0312111448591905	
ENSG00000115596	homo sapiens	E-GEOD-63452	'12 hour' vs '0 hour' in 'MCF-10A'	1.8	0.0348741672782842	
ENSG00000115596	homo sapiens	E-MTAB-7737	'metformin; 1 millimolar' vs 'none' in 'MDA-MB-468'	-1.7	3.13812622900005e-7	
ENSG00000115596	homo sapiens	E-GEOD-48433	'HCC-2998; colon carcinoma; P01' vs 'HCC-2998; colon carcinoma; P0'	1.7	0.0000458845961103352	
ENSG00000115596	homo sapiens	E-MTAB-7518	'cisplatin; 100 micromolar' vs 'none' in 'TMEM45A knockdown by siRNA'	-1.7	0.00852050856501975	
ENSG00000115596	homo sapiens	E-MTAB-7841	'pneumococcal infection' vs 'none' in 'Streptococcus pneumoniae strain TIGR4'	-1.6	4.88421632123815e-12	
ENSG00000115596	homo sapiens	E-GEOD-56788	'CCNK knock-down' vs 'mock'	-1.6	0.0000100793442801455	
ENSG00000115596	homo sapiens	E-GEOD-63252	'p53KO; BREFELDIN A' vs 'p53KO; control'	-1.6	0.0304472447997544	
ENSG00000115596	homo sapiens	E-MTAB-7737	'metformin; 4 millimolar' vs 'none' in 'MDA-MB-468'	-1.5	0.0000134075565320581	
ENSG00000115596	homo sapiens	E-MTAB-7472	'melanoma conditioned medium' vs 'control medium' in 'EBV-transformed B-cell; neoplasm'	-1.5	0.00971814595078586	
ENSG00000115596	homo sapiens	E-GEOD-63452	'6 hour' vs '0 hour' in 'MCF-10A'	1.5	0.0461314003145034	
ENSG00000115596	homo sapiens	E-MTAB-6647	'hypoxia' vs 'normoxia' in 'MDAMB468; DMEM-F12 media'	-1.4	1.07257242972959e-28	
ENSG00000115596	homo sapiens	E-GEOD-50760	'colorectal cancer metastatic in the liver' vs 'normal'	-1.4	0.0258736276236717	
ENSG00000115596	homo sapiens	E-GEOD-48433	'HOP-62; adenocarcinoma of lung; P10' vs 'HOP-62; adenocarcinoma of lung; P0'	-1.3	0.00000116589061323682	
ENSG00000115596	homo sapiens	E-GEOD-48433	'HOP-62; adenocarcinoma of lung; P04' vs 'HOP-62; adenocarcinoma of lung; P0'	-1.3	0.0000396283434282765	
ENSG00000115596	homo sapiens	E-GEOD-52707	'SKR6LR cells resistant to lapanitib' vs 'SKR6 cells with elevated HER2 expression'	1.3	0.00011706140312091	
ENSG00000115596	homo sapiens	E-GEOD-56788	'SAP130 knock-down' vs 'mock'	-1.3	0.000367120638226945	
ENSG00000115596	homo sapiens	E-MTAB-9207	'CFIm25 siRNA' vs 'scrambled siRNA' in 'wild type genotype'	-1.3	0.000645089263756303	
ENSG00000115596	homo sapiens	E-MTAB-6738	'dexamethasone; 1 micromolar' vs 'ethanol'	-1.3	0.0102347672574258	
ENSG00000115596	homo sapiens	E-GEOD-21750	'malignant mesothelioma; ERK1 knockdown' vs 'malignant mesothelioma; scrambled control'	-1.2	0.00000954308917007586	
ENSG00000115596	homo sapiens	E-MTAB-9207	'CFIm25 siRNA' vs 'scrambled siRNA' in 'KRAS-G13D expression'	-1.2	0.0000646990917473874	
ENSG00000115596	homo sapiens	E-MTAB-6647	'hypoxia' vs 'normoxia' in 'MDAMB468; Plasmax media'	-1.1	3.63504066952382e-15	
ENSG00000115596	homo sapiens	E-GEOD-39121	'lentivirus harboring shRNA of both GATA6 and HOPX' vs 'control'	-1.1	0.000190402105295822	
ENSG00000115596	homo sapiens	E-MTAB-5873	'MED13 and MED13L knockdown by siRNA' vs 'wild type phenotype'	1	9.32871291103559e-7	
ENSG00000115596	homo sapiens	E-MTAB-9848	'doxorubicin; 100 nanomolar' vs 'none' in 'ZNF84 siRNA'	1	0.00111575565380655	
