Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
ENSG00000158955	homo sapiens	E-GEOD-52194	'triple-negative breast cancer; breast carcinoma' vs 'normal'	4.4	0.00201755814634084	
ENSG00000158955	homo sapiens	E-GEOD-63816	'erythroleukemia; ZRSR2 shRNA' vs 'normal'	3.9	0.0194324477686803	
ENSG00000158955	homo sapiens	E-GEOD-52194	'non-triple-negative breast cancer; breast carcinoma' vs 'normal'	3.7	0.00451516079829966	
ENSG00000158955	homo sapiens	E-GEOD-68086	'breast carcinoma' vs 'normal'	-3.3	1.18261316902247e-13	
ENSG00000158955	homo sapiens	E-GEOD-68086	'colorectal carcinoma' vs 'normal'	-2.9	5.28830053023e-10	
ENSG00000158955	homo sapiens	E-GEOD-68086	'pancreatic adenocarcinoma' vs 'normal'	-2.7	3.27611730494417e-8	
ENSG00000158955	homo sapiens	E-GEOD-68086	'hepatobiliary carcinoma' vs 'normal'	-2.5	0.0000487005119079843	
ENSG00000158955	homo sapiens	E-MTAB-5678	'squamous cell carcinoma' vs 'normal'	2.1	0.0185908940568118	
ENSG00000158955	homo sapiens	E-GEOD-68086	'non-small cell lung carcinoma' vs 'normal'	-1.9	0.0000321835676048936	
ENSG00000158955	homo sapiens	E-MTAB-7613	'human cytomegalovirus (Towne strain)' vs 'none'	-1.9	0.000518381732575793	
ENSG00000158955	homo sapiens	E-MTAB-7847	'Sorafenib; 5 micromolar' vs 'vehicle' in 'HuH-7'	-1.8	0.000482402173621404	
ENSG00000158955	homo sapiens	E-MTAB-10469	'interferon beta' vs 'mock' in 'HuH-7'	-1.7	0.0251842910383648	
ENSG00000158955	homo sapiens	E-GEOD-68086	'glioblastoma' vs 'normal'	-1.6	0.000346180402576215	
