Gene,Protein,Gene Name(s),Species,Experiment accession,Comparison,log_2 fold change,Adjusted p-value,t-statistic
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-MTAB-5537,'estrogen receptor alpha shRNA' vs 'scrambled shRNA',6.4,2.9208389741766e-7,
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-CURD-45,'neoplasm' vs 'normal tissue adjacent to neoplasm',4.4,1.80679489165754e-9,
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-MTAB-9767,"after autologous stem cell transplantation vs ""before autologous stem cell transplantation""",-3.8,0.00129984397362023,
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-MTAB-7745,'dexamethasone; 1 micromolar' vs 'vehicle',-3.4,1.70218054392695e-20,
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-GEOD-64912,'papillary thyroid carcinoma' vs 'normal',3.1,0.00355112203293737,
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-MTAB-7591,'SFRP2 overexpression' vs 'wild type' in 'U-2987',2.9,1.40319928520438e-24,
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-MTAB-4054,'esophageal adenocarcinoma' vs 'normal',-2.9,3.23502266277308e-11,
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-GEOD-61966,'501Mel; shBRG1 knockdown' vs '501Mel; control',2.9,0.000715677150882248,
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-MTAB-567,'tumor tissue' vs 'adjacent non-tumor tissue',-2.6,1.47139120532718e-12,
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-GEOD-68086,'breast carcinoma' vs 'normal',-2.6,0.000319828357079145,
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-MTAB-4054,'Barrett’s esophagus; low-grade dysplasia' vs 'normal',-2.5,6.53882550073157e-12,
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-GEOD-63816,'erythroleukemia; ZRSR2 shRNA' vs 'normal',-2.5,0.0048449071618885,
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-GEOD-52707,'SKR6LR cells resistant to lapanitib' vs 'SKR6 cells with elevated HER2 expression',2.4,0.0000153549219547054,
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-GEOD-51415,'tongue squamous cell carcinoma' vs 'normal' in 'vehicle',2.3,1.05922998225618e-26,
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-MTAB-5678,'squamous cell carcinoma' vs 'normal',2.2,1.52235733247203e-18,
ENSG00000135925,WNT10A,WNT10A,homo sapiens,E-GEOD-68086,'colorectal carcinoma' vs 'normal',-2.1,0.00343157626416791,
