Gene,Protein,Gene Name(s),Species,Experiment accession,Comparison,log_2 fold change,Adjusted p-value,t-statistic
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-GEOD-52194,'triple-negative breast cancer; breast carcinoma' vs 'normal',8.1,3.07762130567784e-16,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-GEOD-52194,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',8.1,7.54337040122283e-15,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-GEOD-63452,'24 hour' vs '0 hour' in 'MCF-10A-H1047R',7.4,6.32366351911514e-56,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-GEOD-63452,'12 hour' vs '0 hour' in 'MCF-10A-H1047R',7.2,3.64862622406761e-44,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-GEOD-52194,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',6.9,2.37849098031802e-13,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-MTAB-5678,'squamous cell carcinoma' vs 'normal',-6.2,7.63450145554559e-14,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-MTAB-7518,'cisplatin; 100 micromolar' vs 'none' in 'TMEM45A knockdown by siRNA',5.7,1.14980599194171e-15,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-MTAB-7518,'cisplatin; 100 micromolar' vs 'none' in 'scrambled siRNA',5.3,3.38793976793502e-14,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-GEOD-63452,'12 hour' vs '0 hour' in 'MCF-10A',4.7,1.765384533028e-53,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-GEOD-63452,'24 hour' vs '0 hour' in 'MCF-10A',3.5,5.78427584841454e-15,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-MTAB-8677,'SPI1 -/-' vs 'SPI1 +/+',-3.4,0.0479395006360149,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-GEOD-65485,'neoplasm' vs 'normal tissue adjacent to neoplasm',3,0.000249169289232841,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-MTAB-7033,'p63 knockdown by siRNA' vs 'scrambled siRNA' in 'BxPC-3',2.9,1.64791930814972e-11,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-GEOD-60052,'small cell lung carcinoma' vs 'normal',2.8,0.0000756877938412669,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-GEOD-49608,'7 hour' vs '0 hour' in 'MDA-MB-231',-2.2,1.9967667185187e-15,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-GEOD-59612,'contrast-enhancing core; glioma' vs 'normal',2.1,0.0383448633514415,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-GEOD-33267,'SARS coronavirus Urbani ΔORF6 mutant' vs 'mock' at '72 hour',1.9,0.00000151370668391965,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-GEOD-57116,'3 h DRB 0 min 4sU' vs 'untreated',-1.9,0.00889708322438272,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-GEOD-33267,'SARS coronavirus Urbani ΔORF6 mutant' vs 'mock' at '60 hour',1.8,4.75611321797042e-7,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-MTAB-8887,'neoplasm; grade 2 and grade 3' vs 'normal tissue adjacent to neoplasm' in 'hepatocellular carcinoma',1.7,0.0111729418633006,
ENSG00000278637,H4C1,H4C1 H4C11 H4C12 H4C13 H4C14 H4C15 H4C16 H4C2 H4C3 H4C4 H4C5 H4C6 H4C8 H4C9,homo sapiens,E-MTAB-3649,'Listeria monocytogenes EGD-e' vs 'none',-1.6,2.4938165359943e-12,
