Gene,Protein,Gene Name(s),Species,Experiment accession,Comparison,log_2 fold change,Adjusted p-value,t-statistic
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MTAB-6738,'dexamethasone; 1 micromolar' vs 'ethanol',-1.3,5.85757367944527e-27,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-18912,'resistant to BMS-554417' vs 'sensitive to BMS-554417',-1.3,1.34992308656396e-7,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-52989,'16 hour' vs '0 hour',1.3,0.00000326080099020881,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-52989,'4 hour' vs '0 hour',1.3,0.0000205984366190501,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-31019,'interferon-alpha + U0126' vs 'none' in 'HT1080' at '6 hour',-1.3,0.000030898035065935,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-31019,'U0126' vs 'none' in 'HT1080' at '6 hour',-1.3,0.0000522926036549633,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-31019,'interferon-alpha + U0126' vs 'none' in 'HT1080' at '12 hour',-1.3,0.000067698210762291,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-45757,'Capan-2; CI-1040; 2 millimolar' vs 'Capan-2; vehicle; ',-1.3,0.000164425254485737,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-12854,'PKA RII-beta over expression' vs 'wild type',-1.3,0.000250519836688694,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-8961,'human metapneumovirus' at '48 hour' vs 'none' at '48 hour',1.3,0.00145559264900441,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-51627,'zebularine; 1000 micromolar' vs 'none',1.3,0.0298607549536697,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-63252,'wild type; BREFELDIN A' vs 'wild type; control',1.3,0.0360215387237389,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-MTAB-5678,'squamous cell carcinoma' vs 'normal',-1.2,1.05017338083809e-8,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-41678,'Cal51; cocultured with fibroblast HFF1' vs 'Cal51; normal',1.2,8.41466979518082e-8,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-48433,'HOP-62; adenocarcinoma of lung; P10' vs 'HOP-62; adenocarcinoma of lung; P0',1.2,0.00000110509045815204,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-48433,'NCI-H460; large cell lung carcinoma; P10' vs 'NCI-H460; large cell lung carcinoma; P0',1.2,0.00000143364435016478,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-45042,'Human betacoronavirus 2c EMC/2012' vs 'mock' at '24 hour',1.2,0.00000155503645963502,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-39733,'SDS3 knockdown' vs 'scrambled siRNA',1.2,0.00000239674617985768,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-48433,'MOLT-4; acute lymphoblastic leukemia; P04' vs 'MOLT-4; acute lymphoblastic leukemia; P0',1.2,0.00000439179185063926,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-49644,'TGFb-induced epithelial-mesenchymal transition' vs 'normal' in 'HCC827',1.2,0.0000047646950188773,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-48433,'MOLT-4; acute lymphoblastic leukemia; P10' vs 'MOLT-4; acute lymphoblastic leukemia; P0',1.2,0.00000937386741035559,
ENSG00000108854,SMURF2,SMURF2,homo sapiens,E-GEOD-31019,'U0126' vs 'none' in 'HT1080' at '12 hour',-1.2,0.000253928746790103,
