Gene,Protein,Gene Name(s),Species,Experiment accession,Comparison,log_2 fold change,Adjusted p-value,t-statistic
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-GEOD-56788,'POLR2D knock-down' vs 'mock',3.9,1.30840929122331e-110,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-MTAB-5285,'gefitinib; 24 hour' vs 'none; 2 hour',3.4,2.50957440211293e-80,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-MTAB-7061,'DNMT1 homozygous knockout' vs 'wild type',-3.4,0.00252907723679791,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-MTAB-5175,'doxycycline-mediated expression of dominant-negative FOS' vs 'wild type',3.3,2.69281073614289e-108,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-MTAB-7061,'KDM1A homozygous knockout' vs 'wild type',-3.3,0.0316421353421389,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-MTAB-6401,'high Twist expression; weak Slug expression' vs 'low Twist expression; strong Slug expression' in 'angioimmunoblastic T-cell lymphoma',-3.2,0.00596638477646893,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-GEOD-19249,'lung cancer' vs 'normal' in 'lung; Fresh-frozen tissue',3.1,5.71440797390115e-7,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-MTAB-7061,'MTF2 homozygous knockout' vs 'wild type',-3.1,0.00186415858971569,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-MTAB-7061,'BRD9 homozygous knockout' vs 'wild type',-3.1,0.0388782604496247,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-GEOD-52194,'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal',3,1.94926145184035e-8,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-GEOD-58252,'Snail overexpression' vs 'control',-3,4.82280698611843e-7,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-MTAB-7061,'BRD3 homozygous knockout' vs 'wild type',-3,0.0319225804041658,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-MTAB-6957,'non small cell lung carcinoma neoplasm' vs 'normal tissue adjacent to neoplasm',2.9,4.50182345710939e-36,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-MTAB-9209,'5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide; 0.4 millimolar' vs 'none',2.9,1.15828609476199e-31,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-MTAB-7453,'PLX4720; 1 micromolar' vs 'none',2.9,1.3472282837091e-12,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-GEOD-48121,'GLV-1h153' at '24 hour' vs 'control',2.9,2.82008157858849e-8,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-GEOD-52194,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',2.9,5.72107348963908e-7,
ENSG00000158373,H2BC5,H2BC5,homo sapiens,E-MTAB-5678,'squamous cell carcinoma' vs 'normal',-2.8,3.14498525628151e-16,
