Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
ENSG00000127588	homo sapiens	E-MTAB-5537	'estrogen receptor alpha shRNA' vs 'scrambled shRNA'	-7.4	2.15033382476519e-17	
ENSG00000127588	homo sapiens	E-GEOD-48812	'sulforaphane; prostate carcinoma' at '24 hour' vs 'sulforaphane; normal' at '24 hour'	4.3	0.00356038504729711	
ENSG00000127588	homo sapiens	E-GEOD-59612	'contrast-enhancing core; glioma' vs 'normal'	-3.6	7.39988358513182e-13	
ENSG00000127588	homo sapiens	E-GEOD-48812	'DMSO; prostate carcinoma' at '6 hour' vs 'DMSO; normal' at '6 hour'	3.4	0.0205121026699022	
ENSG00000127588	homo sapiens	E-MTAB-567	'tumor tissue' vs 'adjacent non-tumor tissue'	3.1	0.000914103720269359	
ENSG00000127588	homo sapiens	E-GEOD-48812	'DMSO; prostate carcinoma' at '24 hour' vs 'DMSO; normal' at '24 hour'	3.1	0.0352169564098984	
ENSG00000127588	homo sapiens	E-GEOD-60052	'small cell lung carcinoma' vs 'normal'	2.7	0.0156583475905059	
ENSG00000127588	homo sapiens	E-MTAB-10304	'lapatinib; 500 nanomolar; 7 day' vs 'dimethyl sulfoxide; 1 day'	-2.6	0.00396311547411043	
ENSG00000127588	homo sapiens	E-MTAB-5162	'RNH1 knockout' vs 'wild type genotype'	2.3	1.73998354193353e-10	
ENSG00000127588	homo sapiens	E-GEOD-48812	'sulforaphane; prostate carcinoma' at '6 hour' vs 'sulforaphane; normal' at '6 hour'	2.2	0.0228372398583009	
ENSG00000127588	homo sapiens	E-GEOD-80832	'Zaire ebolavirus lacking the mucin domain of GP' vs 'mock' at '8 hour'	2.1	0.000184264003666631	
ENSG00000127588	homo sapiens	E-MEXP-2351	'subependymal giant cell astrocytoma' vs 'normal'	-2	0.00278953392410371	
ENSG00000127588	homo sapiens	E-MTAB-10304	'lapatinib; 500 nanomolar; 1 day' vs 'dimethyl sulfoxide; 1 day'	-1.9	0.0366293939572523	
ENSG00000127588	homo sapiens	E-GEOD-58252	'Snail overexpression' vs 'control'	-1.8	0.000160346114418112	
ENSG00000127588	homo sapiens	E-GEOD-81089	'tumor tissue' vs 'non-malignant tissue'	1.8	0.0436388962454171	
ENSG00000127588	homo sapiens	E-GEOD-61966	'501Mel; shBRG1 knockdown' vs '501Mel; control'	1.6	0.00126829177709218	
ENSG00000127588	homo sapiens	E-MTAB-7613	'human cytomegalovirus (Towne strain)' vs 'none'	1.6	0.00144523558505809	
ENSG00000127588	homo sapiens	E-GEOD-50760	'colorectal cancer metastatic in the liver' vs 'normal'	-1.5	0.0225579977103912	
ENSG00000127588	homo sapiens	E-GEOD-27473	'estrogen receptor alpha knockdown' vs 'control'	-1.4	3.68992685058054e-7	
ENSG00000127588	homo sapiens	E-GEOD-58966	'shGATA' vs 'control' in 'ARCaPM-DR'	1.4	0.000383126630442355	
ENSG00000127588	homo sapiens	E-GEOD-45042	'Human betacoronavirus 2c EMC/2012' vs 'mock' at '24 hour'	1.4	0.00570568443874136	
ENSG00000127588	homo sapiens	E-GEOD-50760	'primary tumor' vs 'normal'	-1.4	0.0127749959771248	
ENSG00000127588	homo sapiens	E-GEOD-45042	'Human betacoronavirus 2c EMC/2012; 18 hour' vs 'mock; 24 hour'	1.3	0.000166395353136354	
ENSG00000127588	homo sapiens	E-GEOD-59612	'non-enhancing margin; glioma' vs 'normal'	-1.3	0.00583526738580058	
ENSG00000127588	homo sapiens	E-MTAB-7745	'dexamethasone; 1 micromolar' vs 'vehicle'	-1.3	0.01377621037727	
ENSG00000127588	homo sapiens	E-GEOD-49608	'7 hour' vs '0 hour' in 'MDA-LM2'	-1.3	0.0180478902378804	
ENSG00000127588	homo sapiens	E-MTAB-688	'MOF siRNA' vs 'control siRNA' in 'FOXP3 expression'	1.2	0.0000194581501751291	
ENSG00000127588	homo sapiens	E-MTAB-688	'MOF siRNA' vs 'control siRNA' in 'doxycycline-mediated repression of FOXP3'	1.2	0.000498902768689645	
ENSG00000127588	homo sapiens	E-MTAB-6204	'PTBP1/2 and MATR3 knock down by siRNA' vs 'scrambled siRNA' in 'nuclear RNA'	1.2	0.0337857644199373	
ENSG00000127588	homo sapiens	E-MTAB-7025	'THZ1 (35 nanomolar)' vs 'none'	1.2	0.0396584084414217	
ENSG00000127588	homo sapiens	E-GEOD-22866	'glioblastoma' vs 'control'	-1.1	6.2381450670777e-8	
ENSG00000127588	homo sapiens	E-MTAB-10308	'ETV6-RUNX1 shRNA 2' vs 'control shRNA' at '168 hour'	1.1	0.00736872656042118	
ENSG00000127588	homo sapiens	E-GEOD-50161	'glioblastoma' vs 'normal'	-1.1	0.00860199770394083	
ENSG00000127588	homo sapiens	E-GEOD-66354	'atypical teratoid/rhabdoid tumor' vs 'normal'	-1.1	0.0319537324018295	
ENSG00000127588	homo sapiens	E-MTAB-7328	'CB-5083; 5 micromolar' vs 'dimethyl sulfoxide' in 'sensitive to CB-5083'	-1.1	0.0393035008798881	
