Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
ENSG00000168646	homo sapiens	E-MTAB-8677	'SPI1 -/-' vs 'SPI1 +/+'	-1.4	0.000637178293339146	
ENSG00000168646	homo sapiens	E-GEOD-3678	'tumor' vs 'adjacent normal tissue'	-1.4	0.00386895234169106	
ENSG00000168646	homo sapiens	E-GEOD-48433	'HOP-62; adenocarcinoma of lung; P04' vs 'HOP-62; adenocarcinoma of lung; P0'	-1.3	0.00000287555289369608	
ENSG00000168646	homo sapiens	E-MTAB-779	'breast carcinoma' vs 'normal'	-1.3	0.00000373280657924794	
ENSG00000168646	homo sapiens	E-GEOD-48433	'MOLT-4; acute lymphoblastic leukemia; P01' vs 'MOLT-4; acute lymphoblastic leukemia; P0'	-1.3	0.000987456726774162	
ENSG00000168646	homo sapiens	E-MEXP-2010	'docosahexaenoic acid; 70 micromolar' at '6 hour' vs 'none; ' at '6 hour'	-1.3	0.0078584934272846	
ENSG00000168646	homo sapiens	E-MTAB-8446	'KLF5 knockdown by siRNA' vs 'scrambled siRNA'	-1.2	9.32099911429368e-55	
ENSG00000168646	homo sapiens	E-MTAB-6647	'hypoxia' vs 'normoxia' in 'MDAMB468; DMEM-F12 media'	-1.2	2.57076041657694e-17	
ENSG00000168646	homo sapiens	E-MTAB-9712	'RRx-1; 20 micromolar' vs 'none'	-1.2	1.73002405367381e-10	
ENSG00000168646	homo sapiens	E-GEOD-48433	'786-0; renal adenocarcinoma; P04' vs '786-0; renal adenocarcinoma; P0'	-1.2	0.00000819084938274289	
ENSG00000168646	homo sapiens	E-GEOD-63776	'TCF7L2 siRNA' vs 'control'	1.2	0.0000170915758581815	
ENSG00000168646	homo sapiens	E-TABM-601	'miR206 transfected' vs 'wild type genotype'	1.2	0.0000711381632220892	
ENSG00000168646	homo sapiens	E-GEOD-48433	'HCC-2998; colon carcinoma; P04' vs 'HCC-2998; colon carcinoma; P0'	1.2	0.0019045971789646	
ENSG00000168646	homo sapiens	E-GEOD-60052	'small cell lung carcinoma' vs 'normal'	-1.2	0.00996100193885631	
ENSG00000168646	homo sapiens	E-MEXP-3628	'osteosarcoma' vs 'normal'	1.2	0.0430788157705476	
ENSG00000168646	homo sapiens	E-GEOD-56788	'GLI1 knock-down' vs 'mock'	1.1	8.54086380037342e-14	
ENSG00000168646	homo sapiens	E-GEOD-48433	'HOP-62; adenocarcinoma of lung; P10' vs 'HOP-62; adenocarcinoma of lung; P0'	-1.1	0.0000136696491519224	
ENSG00000168646	homo sapiens	E-GEOD-48433	'MOLT-4; acute lymphoblastic leukemia; P10' vs 'MOLT-4; acute lymphoblastic leukemia; P0'	-1.1	0.0000358254364791148	
ENSG00000168646	homo sapiens	E-TABM-601	'miR222 transfected' vs 'wild type genotype'	1.1	0.000108787254563378	
ENSG00000168646	homo sapiens	E-GEOD-22139	'DAOY M14; MYC overexpression' vs 'DAOY; wild type'	1.1	0.00180144574827758	
ENSG00000168646	homo sapiens	E-GEOD-48230	'OVOL1 overexpression; mesenchymal' vs 'control; epithelial transformed to Mesenchymal'	-1.1	0.0018529429056492	
ENSG00000168646	homo sapiens	E-MTAB-6647	'Plasmax media' vs 'DMEM-F12 media' in 'MDAMB468; hypoxia'	-1	2.1587138087469e-14	
ENSG00000168646	homo sapiens	E-GEOD-56788	'TGM5 knock-down' vs 'mock'	1	1.0572161724672e-9	
ENSG00000168646	homo sapiens	E-GEOD-48433	'HCC-2998; colon carcinoma; P10' vs 'HCC-2998; colon carcinoma; P0'	1	0.0000167499944798026	
ENSG00000168646	homo sapiens	E-MTAB-6623	'L Wnt3a-cell conditioned media' at '6 hour' vs 'non-conditioned media'	1	0.0000344035475171094	
ENSG00000168646	homo sapiens	E-GEOD-47399	'ASCC3 knockdown' vs 'control'	1	0.000143781026417726	
ENSG00000168646	homo sapiens	E-GEOD-40643	'recombinant human MFAP5 protein' vs 'vehicle control'	-1	0.000162136966452914	
ENSG00000168646	homo sapiens	E-GEOD-40517	'Med23 siRNA knockdown' vs 'control'	1	0.000169373889244601	
ENSG00000168646	homo sapiens	E-GEOD-48433	'786-0; renal adenocarcinoma; P10' vs '786-0; renal adenocarcinoma; P0'	-1	0.000514072862723648	
ENSG00000168646	homo sapiens	E-MTAB-1690	'smoker; head and neck cancer' vs 'smoker; healthy'	-1	0.00160284445618034	
ENSG00000168646	homo sapiens	E-MTAB-5982	'Digoxin; 400 nanomolar' vs 'DMSO'	1	0.00232866285073096	
ENSG00000168646	homo sapiens	E-GEOD-48433	'NCI-H226; squamous cell lung carcinoma; P10' vs 'NCI-H226; squamous cell lung carcinoma; P0'	1	0.00275814901080491	
ENSG00000168646	homo sapiens	E-GEOD-17347	'3D cell culture' vs '2D cell culture' in 'A459'	1	0.0039869733217844	
ENSG00000168646	homo sapiens	E-GEOD-44097	'siRNA beta-catenin' vs 'siRNA beta-galactosidase (control)' in 'DLD1'	-1	0.00509098635112347	
ENSG00000168646	homo sapiens	E-GEOD-21422	'ductal carcinoma in situ' vs 'normal'	-1	0.0279794151466366	
ENSG00000168646	homo sapiens	E-GEOD-9350	'hypoxia' vs 'normal atmospheric oxygen pressure' in 'high metastatic cell line'	-1	0.040837484020053	
