Gene,Protein,Gene Name(s),Species,Experiment accession,Comparison,log_2 fold change,Adjusted p-value,t-statistic
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-57463,'SOX9 overexpression' vs 'control',7.4,0.00243772714982751,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-42407,'highly invasive' vs 'poorly invasive',6.9,1.84468617774729e-8,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-MTAB-5537,'estrogen receptor alpha shRNA' vs 'scrambled shRNA',6.8,1.59729485339153e-144,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-MTAB-4771,'astrocyte overexpressing 4 genes' vs 'glioma stem cell line',-5.9,0.00000694163152720117,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-37136,'transduced with HOXA1' vs 'control',5.7,8.77805267814415e-8,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-MTAB-4771,'astrocyte overexpressing 4 genes' vs 'glioblastoma cell line',-5.7,0.0000343046121805982,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-27473,'estrogen receptor alpha knockdown' vs 'control',5.6,1.43019551235678e-8,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-48433,'786-0; renal adenocarcinoma; P10' vs '786-0; renal adenocarcinoma; P0',4.8,1.41660694851795e-9,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-68086,'breast carcinoma' vs 'normal',-4.7,3.26636416471299e-17,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-48433,'786-0; renal adenocarcinoma; P04' vs '786-0; renal adenocarcinoma; P0',4.7,3.73665449611357e-8,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-48433,'786-0; renal adenocarcinoma; P01' vs '786-0; renal adenocarcinoma; P0',4.3,7.76809675751085e-8,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-8597,'cycloheximide; 17beta-estradiol' vs 'DMSO control; 17beta-estradiol',4.2,6.18830928808383e-14,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-21750,'malignant mesothelioma; wild type' vs 'normal; wild type',-4.1,2.70740811159219e-9,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-68086,'colorectal carcinoma' vs 'normal',-4,5.35606031613207e-13,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-22334,'cells p16-transfected' vs 'control',-4,0.00000168558780138553,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-12854,'PKA RI-alpha over expression' vs 'wild type',4,0.00000472919124637522,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-61966,'501Mel; shBRG1 knockdown' vs '501Mel; control',3.9,2.39170604789497e-11,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-12854,'PKA RII-beta over expression' vs 'wild type',3.9,0.00000103163189253274,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-35493,"'medulloblastoma, large-cell' vs 'normal'",-3.9,0.0000336465650339454,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-CURD-45,'neoplasm' vs 'normal tissue adjacent to neoplasm',3.7,1.44878753569414e-16,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-28413,'etoposide-resistant' vs 'etoposide-sensitive',-3.6,0.00000164167724912907,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-MTAB-7061,'DNMT1 homozygous knockout' vs 'wild type',3.6,0.0246130644171707,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-63816,'erythroleukemia; ZRSR2 shRNA' vs 'normal',-3.6,0.0445581406414702,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-6400,'5 microgram per milliliter dose of actinomycin D' vs '5 percent dose of mannitol',-3.5,0.00000996154038421328,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-MTAB-5175,'doxycycline-mediated expression of dominant-negative FOS' vs 'wild type',-3.3,0,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-52194,'non-triple-negative breast cancer; breast carcinoma' vs 'normal',-3.1,5.87334536609707e-10,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-MEXP-567,'astrocytoma' vs 'normal',3.1,0.000867594155790303,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-MEXP-3628,'osteosarcoma' vs 'normal',3.1,0.00768040233457409,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-29406,'control media in hypoxia (1% pO2)' vs 'control',3,8.88503782996954e-9,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-32526,'S2N; tumorigenic; spheres' vs 'S2; non-tumorigenic; spheres',-3,9.22015401620373e-9,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-44408,'lymph node metastasis' vs 'unaffected lymph node' at 'metastatic at presentation',-3,0.0106160509073459,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-49644,'TGFb-induced epithelial-mesenchymal transition' vs 'normal' in 'HCC827',2.9,2.40919149075066e-7,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-26966,'pituitary cancer' vs 'normal',-2.9,0.0000131309726607014,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-MTAB-7681,'Candida albicans' vs 'none' at '24 hour',2.8,9.89570191582522e-9,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-7835,'deferoxamine; 100 nanomolar echinomycin' vs 'deferoxamine; none',-2.8,4.90598235510462e-8,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-68086,'pancreatic adenocarcinoma' vs 'normal',-2.8,9.70124474284064e-7,
ENSG00000125398,SOX9,SOX9,homo sapiens,E-GEOD-33455,'DU-145; converted to docetaxel resistant cells' vs 'DU-145; none',-2.8,0.00000784589068823907,
