Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
ENSG00000154764	homo sapiens	E-MTAB-7061	'MTF2 homozygous knockout' vs 'wild type'	5.2	4.56417169564281e-12	
ENSG00000154764	homo sapiens	E-MTAB-9767	"after autologous stem cell transplantation" vs "before autologous stem cell transplantation"	-4.9	0.00000641957296080878	
ENSG00000154764	homo sapiens	E-GEOD-68086	'breast carcinoma' vs 'normal'	-4.6	6.81778856755862e-20	
ENSG00000154764	homo sapiens	E-MTAB-7745	'dexamethasone; 1 micromolar' vs 'vehicle'	-4.1	1.491739338539e-7	
ENSG00000154764	homo sapiens	E-GEOD-68086	'pancreatic adenocarcinoma' vs 'normal'	-4	4.43813363382128e-13	
ENSG00000154764	homo sapiens	E-GEOD-68086	'hepatobiliary carcinoma' vs 'normal'	-3.7	3.6103965850857e-8	
ENSG00000154764	homo sapiens	E-GEOD-52194	'triple-negative breast cancer; breast carcinoma' vs 'normal'	3.6	0.000774522586648127	
ENSG00000154764	homo sapiens	E-MTAB-567	'tumor tissue' vs 'adjacent non-tumor tissue'	-3.6	0.0134210317230762	
ENSG00000154764	homo sapiens	E-GEOD-37136	'transduced with HOXA1' vs 'control'	3.3	0.0000108724331567482	
ENSG00000154764	homo sapiens	E-MTAB-6957	'non small cell lung carcinoma neoplasm' vs 'normal tissue adjacent to neoplasm'	-3.2	1.07787107527563e-19	
ENSG00000154764	homo sapiens	E-MTAB-4054	'Barrett’s esophagus; low-grade dysplasia' vs 'normal'	-3.2	0.0000451246228646419	
ENSG00000154764	homo sapiens	E-CURD-45	'neoplasm' vs 'normal tissue adjacent to neoplasm'	3.2	0.00038674336799546	
ENSG00000154764	homo sapiens	E-MTAB-8677	'SPI1 -/-' vs 'SPI1 +/+'	-3.2	0.00113906881080892	
ENSG00000154764	homo sapiens	E-GEOD-41678	'Cal51; cocultured with fibroblast HFF1' vs 'Cal51; normal'	3.1	1.81219639913739e-11	
ENSG00000154764	homo sapiens	E-GEOD-59020	'ETS1 knockdown' vs 'control'	2.9	0.00170567851518582	
ENSG00000154764	homo sapiens	E-GEOD-68086	'non-small cell lung carcinoma' vs 'normal'	-2.8	6.08297230896431e-10	
ENSG00000154764	homo sapiens	E-GEOD-68086	'colorectal carcinoma' vs 'normal'	-2.8	2.15141050000569e-7	
ENSG00000154764	homo sapiens	E-GEOD-52194	'non-triple-negative breast cancer; breast carcinoma' vs 'normal'	2.5	0.0405869090444771	
ENSG00000154764	homo sapiens	E-MTAB-5678	'squamous cell carcinoma' vs 'normal'	2.3	0.00000740579699476686	
ENSG00000154764	homo sapiens	E-MTAB-7033	'p63 knockdown by siRNA' vs 'scrambled siRNA' in 'BxPC-3'	-2.2	8.74753658773058e-59	
ENSG00000154764	homo sapiens	E-MTAB-7808	'doxycycline' vs 'none' in '769P'	-2.2	3.87912804166293e-13	
ENSG00000154764	homo sapiens	E-GEOD-68086	'glioblastoma' vs 'normal'	-2.2	0.0000127874457021159	
ENSG00000154764	homo sapiens	E-MTAB-8677	'SPI1 +/-' vs 'SPI1 +/+'	2.2	0.0000913950016214055	
ENSG00000154764	homo sapiens	E-GEOD-10696	'gefitinib resistant' vs 'gefitinib sensitive'	-1.9	0.000261672966968352	
ENSG00000154764	homo sapiens	E-MTAB-4054	'esophageal adenocarcinoma' vs 'normal'	-1.9	0.00169343765460132	
ENSG00000154764	homo sapiens	E-GEOD-50627	'stem cell from lung adenocarcinoma cell' vs 'stem cell from normal lung epithelial cell'	-1.8	7.69206925527892e-7	
ENSG00000154764	homo sapiens	E-GEOD-49644	'TGFb-induced epithelial-mesenchymal transition' vs 'normal' in 'A549'	1.8	0.000141415688563788	
ENSG00000154764	homo sapiens	E-GEOD-81089	'tumor tissue' vs 'non-malignant tissue'	-1.8	0.000480664571374129	
ENSG00000154764	homo sapiens	E-GEOD-30516	'BT20; 6 hour' vs 'BT20; 0 hour'	-1.8	0.00816541638458503	
