Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
ENSG00000127920	homo sapiens	E-TABM-15	'cancerous' vs 'normal'	-1.7	6.89864898267593e-9	
ENSG00000127920	homo sapiens	E-GEOD-7307	'CXCL12, 75 nanomolar; 6 hour' vs 'none; 6 hour' in 'MDAMB231; adenocarcinoma; mammary gland'	1.7	9.75327266413654e-8	
ENSG00000127920	homo sapiens	E-GEOD-56677	'Human betacoronavirus 2c England-Qatar/2012; 24 hour' vs 'mock; 18 hour'	-1.7	6.35529702921405e-7	
ENSG00000127920	homo sapiens	E-GEOD-48433	'K-562; chronic myelogenous (blast crisis) leukemia; P01' vs 'K-562; chronic myelogenous (blast crisis) leukemia; P0'	1.7	6.52430985349588e-7	
ENSG00000127920	homo sapiens	E-GEOD-33455	'DU-145; converted to docetaxel resistant cells' vs 'DU-145; none'	1.7	0.00000309479959257694	
ENSG00000127920	homo sapiens	E-MTAB-5627	'golgicide A' vs 'DMSO' at '20 hour'	-1.7	0.0000113758451587605	
ENSG00000127920	homo sapiens	E-MTAB-7453	'PLX4720; 1 micromolar' vs 'none'	-1.7	0.0014924062184145	
ENSG00000127920	homo sapiens	E-GEOD-49515	'gastric cancer' vs 'normal'	1.7	0.00195071310326975	
ENSG00000127920	homo sapiens	E-GEOD-36076	'gastric carcinoma' vs 'normal'	1.7	0.00195071310326977	
ENSG00000127920	homo sapiens	E-MTAB-5762	'uterine leiomyosarcoma' vs 'normal'	-1.7	0.00364710480531381	
ENSG00000127920	homo sapiens	E-GEOD-35493	'medulloblastoma, large-cell' vs 'normal'	-1.7	0.00731253399938049	
ENSG00000127920	homo sapiens	E-MTAB-7591	'SOX2 overexpression' vs 'wild type' in 'U-2982'	1.6	3.76372728942277e-282	
ENSG00000127920	homo sapiens	E-MTAB-3649	'Listeria monocytogenes EGD-e' vs 'none'	-1.6	3.95975650840756e-15	
ENSG00000127920	homo sapiens	E-GEOD-48433	'K-562; chronic myelogenous (blast crisis) leukemia; P04' vs 'K-562; chronic myelogenous (blast crisis) leukemia; P0'	1.6	1.67720108169031e-7	
