Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
ENSG00000147655	homo sapiens	E-GEOD-63816	'erythroleukemia; ZRSR2 shRNA' vs 'normal'	-6.3	0.0000285833650061837	
ENSG00000147655	homo sapiens	E-GEOD-52194	'triple-negative breast cancer; breast carcinoma' vs 'normal'	5.6	0.0000512967998511442	
ENSG00000147655	homo sapiens	E-MTAB-4054	'Barrett’s esophagus; low-grade dysplasia' vs 'normal'	4.9	5.56367151552041e-7	
ENSG00000147655	homo sapiens	E-MTAB-4054	'esophageal adenocarcinoma' vs 'normal'	4.4	0.00000157204479518075	
ENSG00000147655	homo sapiens	E-GEOD-59612	'contrast-enhancing core; glioma' vs 'normal'	-4.3	7.56699629294461e-25	
ENSG00000147655	homo sapiens	E-GEOD-21668	'early mesodermal progenitors' vs 'undifferentiated cells'	4.1	2.30689986682902e-8	
ENSG00000147655	homo sapiens	E-GEOD-52194	'non-triple-negative breast cancer; breast carcinoma' vs 'normal'	4.1	0.00250721824912236	
ENSG00000147655	homo sapiens	E-GEOD-68086	'pancreatic adenocarcinoma' vs 'normal'	-3.8	5.21914643042869e-11	
ENSG00000147655	homo sapiens	E-MTAB-6957	'non small cell lung carcinoma neoplasm' vs 'normal tissue adjacent to neoplasm'	-3.5	7.24694079581281e-27	
ENSG00000147655	homo sapiens	E-GEOD-68086	'breast carcinoma' vs 'normal'	-3.5	2.55311910301853e-12	
ENSG00000147655	homo sapiens	E-GEOD-50760	'colorectal cancer metastatic in the liver' vs 'normal'	-3.4	3.49779520944387e-8	
ENSG00000147655	homo sapiens	E-GEOD-35493	'medulloblastoma, large-cell' vs 'normal'	-3.4	0.000630216689869468	
ENSG00000147655	homo sapiens	E-GEOD-35493	'primitive neuroectodermal tumor' vs 'normal'	-3.3	0.0000390685002414463	
ENSG00000147655	homo sapiens	E-GEOD-57116	'3 h DRB 0 min 4sU' vs 'untreated'	3.3	0.00858412564760345	
ENSG00000147655	homo sapiens	E-MTAB-5762	'uterine leiomyosarcoma' vs 'normal'	3.3	0.0246600200197174	
ENSG00000147655	homo sapiens	E-MTAB-8135	'neoplasm' vs 'normal tissue adjacent to neoplasm'	-3.2	2.82514695050332e-7	
ENSG00000147655	homo sapiens	E-GEOD-22866	'glioblastoma' vs 'control'	-3	7.80789839172853e-12	
ENSG00000147655	homo sapiens	E-GEOD-68086	'colorectal carcinoma' vs 'normal'	-2.9	3.26080077927525e-8	
ENSG00000147655	homo sapiens	E-MTAB-7745	'dexamethasone; 1 micromolar' vs 'vehicle'	2.8	0.000160212186271362	
ENSG00000147655	homo sapiens	E-GEOD-81089	'tumor tissue' vs 'non-malignant tissue'	-2.7	2.44377719544133e-12	
ENSG00000147655	homo sapiens	E-GEOD-35493	'glioblastoma' vs 'normal'	-2.7	0.000570805437743594	
ENSG00000147655	homo sapiens	E-GEOD-38678	'CLF1' vs 'CLS1; co-culture with CAF to generate sphere'	2.6	4.27701901776337e-7	
ENSG00000147655	homo sapiens	E-GEOD-21354	'astrocytic glioma' vs 'normal'	-2.5	0.0060549340928347	
ENSG00000147655	homo sapiens	E-GEOD-66354	'supratentorial ependymoma' vs 'normal'	-2.4	0.000219967898021358	
ENSG00000147655	homo sapiens	E-MTAB-7025	'JQ1 (1 micromolar) and THZ1 (35 nanomolar)' vs 'none'	2.4	0.000794446476317751	
ENSG00000147655	homo sapiens	E-MTAB-7591	'SOX2 overexpression' vs 'wild type' in 'U-2982'	-2.3	0.0339887009264482	
ENSG00000147655	homo sapiens	E-GEOD-66354	'pilocytic astrocytoma' vs 'normal'	-2.2	0.000053434689695726	
ENSG00000147655	homo sapiens	E-GEOD-50161	'Astrocytoma, Pilocytic' vs 'normal'	-2.2	0.00011126010555657	
ENSG00000147655	homo sapiens	E-MTAB-7591	'SFRP2 overexpression' vs 'wild type' in 'U-2987'	2.2	0.0453435882888871	
ENSG00000147655	homo sapiens	E-GEOD-50760	'primary tumor' vs 'normal'	-2.1	0.00000726715665487004	
ENSG00000147655	homo sapiens	E-GEOD-50161	'glioblastoma' vs 'normal'	-2.1	0.00000929260286976158	
ENSG00000147655	homo sapiens	E-GEOD-21912	'Bmi1 knockdown' vs 'control'	-2	0.00534430322032753	
ENSG00000147655	homo sapiens	E-GEOD-63816	'myelodysplastic syndrome; ZRSR2 mutant' vs 'normal'	2	0.0107856442264672	
ENSG00000147655	homo sapiens	E-GEOD-35493	'medulloblastoma' vs 'normal'	-2	0.0327811776878038	
ENSG00000147655	homo sapiens	E-GEOD-21354	'oligodendroglioma' vs 'normal'	-2	0.0490278609678962	
ENSG00000147655	homo sapiens	E-MTAB-3073	'oligodendroglioma' vs 'normal'	-1.8	1.61025064543178e-15	
ENSG00000147655	homo sapiens	E-MTAB-3073	'astrocytoma' vs 'normal'	-1.7	1.08110319498538e-25	
ENSG00000147655	homo sapiens	E-MTAB-3073	'glioblastoma multiforme' vs 'normal'	-1.7	2.89066486444076e-18	
ENSG00000147655	homo sapiens	E-GEOD-68086	'hepatobiliary carcinoma' vs 'normal'	-1.7	0.00855398875421025	
ENSG00000147655	homo sapiens	E-GEOD-68086	'non-small cell lung carcinoma' vs 'normal'	-1.5	0.00201083527684526	
ENSG00000147655	homo sapiens	E-MTAB-7025	'JQ1 (1 micromolar)' vs 'none'	1.5	0.00555772341211029	
ENSG00000147655	homo sapiens	E-MEXP-2280	'Pick disease' vs 'normal'	-1.4	0.0137565991957026	
ENSG00000147655	homo sapiens	E-MTAB-9206	'ELP3 shRNA' vs 'scrambled shRNA'	1.3	0.00746302456109589	
ENSG00000147655	homo sapiens	E-GEOD-50161	'medulloblastoma' vs 'normal'	-1.3	0.0471964461720202	
ENSG00000147655	homo sapiens	E-GEOD-43767	'lung adenocarcinoma' vs 'normal' in 'adult'	-1.2	2.61756986797689e-14	
ENSG00000147655	homo sapiens	E-GEOD-22139	'DAOY M2.1; MYC knockdown' vs 'DAOY; siRNA scambled'	-1.1	0.00000790612662465435	
ENSG00000147655	homo sapiens	E-GEOD-19804	'primary tumor' vs 'adjacent normal tissue'	-1	8.76812598745876e-10	
ENSG00000147655	homo sapiens	E-MTAB-5021	'peripheral zone of prostate' vs 'transition zone of prostate' in 'benign'	-1	0.00114400024005554	
ENSG00000147655	homo sapiens	E-GEOD-68086	'glioblastoma' vs 'normal'	-1	0.0377770968875364	
